Region	Region	Fst

1.0	2.0	0.00426664
1.0	3.0	0.015282
1.0	4.0	0.0209896
1.0	5.0	0.0314344
1.0	6.0	0.044333
1.0	7.0	0.0524729
1.0	8.0	0.0649735
1.0	9.0	0.0701803
1.0	10.0	0.0767479
2.0	3.0	0.00452874
2.0	4.0	0.0124623
2.0	5.0	0.0202167
2.0	6.0	0.0359471
2.0	7.0	0.0422206
2.0	8.0	0.0525293
2.0	9.0	0.0595254
2.0	10.0	0.0659217
3.0	4.0	0.00357695
3.0	5.0	0.013364
3.0	6.0	0.031152
3.0	7.0	0.0335467
3.0	8.0	0.0431437
3.0	9.0	0.0520432
3.0	10.0	0.057639
4.0	5.0	0.00564872
4.0	6.0	0.0214707
4.0	7.0	0.0227101
4.0	8.0	0.032823
4.0	9.0	0.0426472
4.0	10.0	0.0457076
5.0	6.0	0.00770376
5.0	7.0	0.0121604
5.0	8.0	0.0191112
5.0	9.0	0.0273097
5.0	10.0	0.0342168
6.0	7.0	0.00471422
6.0	8.0	0.0110024
6.0	9.0	0.0192372
6.0	10.0	0.0320361
7.0	8.0	0.00344956
7.0	9.0	0.00866405
7.0	10.0	0.017647
8.0	9.0	0.00436806
8.0	10.0	0.018566
9.0	10.0	0.00880618
