QTL_ID	Freq	MutEffect

1.053e+06	1.0	0.0344298
239022.0	1.0	-0.0278326
1.66177e+06	1.0	0.0274065
2.46174e+06	1.0	0.0690422
2.46842e+06	1.0	0.134195
2.11076e+06	1.0	0.0759292
1.53862e+06	1.0	-0.0239194
2.47908e+06	1.0	-0.0485997
238275.0	1.0	-0.0241414
2.35715e+06	1.0	-0.119662
3.21607e+06	1.0	-0.00196511
2.17294e+06	1.0	-0.00330237
1.60836e+06	1.0	-0.00423671
3.07689e+06	1.0	0.122965
2.12084e+06	1.0	0.0132236
695007.0	1.0	-0.0180536
1.61925e+06	1.0	-0.0569443
1.50285e+06	1.0	-0.19059
394215.0	1.0	-0.0230622
2.042e+06	1.0	-0.0471496
3.18322e+06	1.0	-0.0835316
2.56538e+06	1.0	-0.0575317
2.84246e+06	1.0	0.047986
2.06813e+06	1.0	-0.0341222
569934.0	1.0	-0.0413256
1.71752e+06	1.0	0.039715
2.95531e+06	1.0	-0.0169275
815171.0	1.0	-0.02041
1.21e+06	1.0	-0.0168102
1.53974e+06	1.0	0.0254666
2.7382e+06	1.0	0.028065
1.6139e+06	1.0	0.00111207
600124.0	1.0	0.00398488
2.89084e+06	1.0	0.00642078
965693.0	1.0	0.0141308
2.2282e+06	1.0	-0.0273068
1.30374e+06	1.0	-0.0102517
2.36539e+06	1.0	0.0144713
2.70842e+06	1.0	0.0124591
655202.0	1.0	0.0993348
1.29359e+06	1.0	-0.0423101
2.65965e+06	1.0	0.0125209
1.92444e+06	1.0	-0.0949104
1.48838e+06	1.0	0.175746
773561.0	1.0	-0.0146107
3.21126e+06	1.0	0.0385585
2.25604e+06	1.0	0.0691234
2.57178e+06	1.0	-0.0136118
2.65081e+06	1.0	0.0677216
2.28542e+06	1.0	-0.000481554
2.90934e+06	1.0	-0.113201
3.1978e+06	1.0	-0.0507449
2.83399e+06	1.0	0.0258935
967190.0	1.0	-0.0358266
1.14562e+06	1.0	0.092611
3.25643e+06	1.0	0.0346259
81027.0	1.0	0.00676576
1.30646e+06	1.0	-0.0404003
107324.0	1.0	0.0073977
802931.0	1.0	0.0354388
1.20839e+06	1.0	0.147229
268417.0	1.0	0.036858
2.32349e+06	1.0	0.00909899
293408.0	1.0	0.0218051
348201.0	1.0	-0.069707
1.9752e+06	1.0	0.0133414
2.42716e+06	1.0	0.14769
2.69143e+06	1.0	-0.0312549
854825.0	1.0	-0.0137008
2.27938e+06	1.0	0.0181577
2.78247e+06	1.0	-0.03727
11600.0	1.0	0.0742038
2.85466e+06	1.0	0.107806
3.14464e+06	1.0	-0.0149687
2.66551e+06	1.0	-0.0539396
315778.0	1.0	0.00780448
607152.0	1.0	-0.0151571
1.23261e+06	1.0	-0.067765
2.11043e+06	1.0	0.00347014
854143.0	1.0	-0.0493115
3.33101e+06	0.982229	-0.0152011
3.12863e+06	0.864073	0.063235
3.25833e+06	0.825768	0.0632407
3.29875e+06	0.825768	-0.00256057
3.54787e+06	0.735831	-0.0273414
3.5705e+06	0.623319	0.0320215
3.31688e+06	0.614313	0.0249723
3.23632e+06	0.591499	-0.0856155
3.3698e+06	0.585615	0.0310495
3.50901e+06	0.57745	-0.0388006
3.50643e+06	0.462776	0.0521253
3.03407e+06	0.42171	0.0929807
2.83493e+06	0.385327	-0.0658384
3.10675e+06	0.366835	-0.114687
2.97113e+06	0.306916	0.0137359
3.23186e+06	0.304395	-0.0280378
3.6839e+06	0.300793	-0.100966
3.63098e+06	0.276417	0.0606386
3.66554e+06	0.274616	-0.0109321
3.70981e+06	0.216138	-0.0061473
