IND_ID	Opt	Phen	AbsErr	Fitness	density

1.0	0.660195	-0.280199	0.940394	0.847977	7.51244
2.0	0.440825	0.428758	0.0120666	0.815241	9.95311
3.0	0.821078	0.626124	0.194954	0.840445	8.72341
4.0	0.333095	0.381142	0.0480467	0.771142	12.2473
5.0	0.667095	0.775969	0.108875	0.858952	7.92797
6.0	0.181179	0.240181	0.0590022	0.862014	7.80422
7.0	0.362722	0.100522	0.2622	0.801381	10.5675
8.0	0.367026	0.828624	0.461599	0.802508	10.3506
9.0	0.661713	0.186607	0.475106	0.791711	10.8882
10.0	0.996917	0.63907	0.357847	0.754133	13.0659
11.0	0.852481	0.909534	0.0570533	0.838822	8.83419
12.0	0.842325	1.99776	1.15544	0.747378	12.0394
13.0	0.640707	0.469014	0.171692	0.881745	6.9503
14.0	0.553443	0.864667	0.311224	0.796841	10.7677
15.0	0.428147	0.230078	0.198068	0.806557	10.3395
16.0	0.61318	0.927824	0.314644	0.815364	9.83927
17.0	0.698636	0.470746	0.227891	0.760946	12.7633
18.0	0.452821	-0.558892	1.01171	0.817323	8.75468
19.0	0.477881	0.103743	0.374139	0.825616	9.30309
20.0	0.461923	0.308997	0.152926	0.767643	12.4178
21.0	0.668497	1.77125	1.10276	0.879982	5.85682
22.0	0.530889	0.717301	0.186411	0.882636	6.90867
23.0	0.515998	0.511355	0.00464249	0.765626	12.5586
24.0	0.0569027	0.494562	0.437659	0.834848	8.81763
25.0	0.0986726	0.341662	0.242989	0.828705	9.24418
26.0	0.044489	-0.367273	0.411762	0.700313	16.4249
27.0	0.0382597	-0.474808	0.513068	0.828806	9.02166
28.0	0.768889	0.712534	0.0563547	0.804943	10.4604
29.0	0.0173672	1.27001	1.25264	0.668834	16.8465
30.0	0.762345	0.101851	0.660493	0.704911	15.7688
31.0	0.296716	0.0706647	0.226052	0.764595	12.5569
32.0	0.833566	-0.102895	0.936461	0.860205	6.99688
33.0	0.21762	0.370652	0.153032	0.764187	12.6125
34.0	0.938322	-0.252573	1.1909	0.73288	12.7895
35.0	0.196241	0.26287	0.0666292	0.784543	11.5157
36.0	0.108474	0.735434	0.62696	0.829209	8.86518
37.0	0.134735	0.302003	0.167268	0.857489	7.97495
38.0	0.0823101	-0.186529	0.268839	0.800359	10.6155
39.0	0.657938	0.809828	0.15189	0.922184	5.38491
40.0	0.686236	0.59462	0.0916163	0.794797	10.9723
41.0	0.418069	0.0834558	0.334613	0.842901	8.5343
42.0	0.262967	-0.372266	0.635233	0.6211	22.3742
43.0	0.478502	0.0731045	0.405397	0.790036	11.0444
44.0	0.0602693	0.0312998	0.0289696	0.815936	9.91838
45.0	0.12992	0.354641	0.224721	0.789609	11.1952
46.0	0.533913	0.148153	0.385759	0.892974	6.38061
47.0	0.566549	0.508607	0.057942	0.711895	15.8524
48.0	0.227795	1.09063	0.862833	0.762386	11.8744
49.0	0.785484	0.36359	0.421894	0.746974	13.4271
50.0	0.137258	0.310267	0.173008	0.938131	4.80038
51.0	0.328038	2.01045	1.68242	0.87274	4.61362
52.0	0.712766	0.354253	0.358513	0.830704	9.07645
53.0	0.208098	0.562463	0.354366	0.932809	4.90133
54.0	0.0336299	0.108963	0.0753331	0.742552	13.9005
55.0	0.811091	0.263164	0.547927	0.723689	14.7098
56.0	0.391644	0.387882	0.0037624	0.912663	5.76304
57.0	0.641755	-0.166583	0.808338	0.817831	9.12321
58.0	0.662415	0.356134	0.306281	0.989799	3.01398
59.0	0.220986	0.513894	0.292908	0.888348	6.62699
60.0	0.604661	0.783289	0.178628	0.757921	12.9606
61.0	0.0626452	-0.361667	0.424312	0.870276	7.2738
62.0	0.680505	0.532857	0.147648	0.84022	8.75076
63.0	0.222342	0.231595	0.00925264	0.799921	10.7182
64.0	0.19176	0.218257	0.0264968	0.821634	9.64283
65.0	0.0352106	0.799793	0.764582	0.82274	8.9644
66.0	0.542831	0.554199	0.0113685	0.802949	10.5643
67.0	0.246068	0.641334	0.395266	0.814033	9.84184
68.0	0.0417887	-0.394507	0.436296	0.895961	6.22228
69.0	0.812046	0.989945	0.177899	0.730731	14.5974
70.0	0.438631	-0.74095	1.17958	0.683685	16.0089
71.0	0.744817	0.833383	0.0885658	0.767422	12.4484
72.0	0.0747622	0.197547	0.122785	0.918224	5.53959
73.0	0.203899	0.0208191	0.183079	0.922014	5.38125
74.0	0.685648	-0.246123	0.931771	0.752428	12.2927
75.0	0.599155	0.75098	0.151825	0.924328	5.30588
76.0	0.655595	0.910808	0.255213	0.85036	8.2496
77.0	0.616871	0.456439	0.160432	0.698904	16.7094
78.0	0.59227	0.203129	0.38914	0.779539	11.6159
79.0	0.436099	0.132342	0.303757	0.794535	10.8917
80.0	0.712495	0.963317	0.250822	0.796629	10.8166
81.0	0.763097	1.29771	0.53461	0.692344	16.8299
82.0	0.647504	0.383714	0.26379	0.789583	11.175
83.0	0.375599	0.462759	0.08716	0.785593	11.4562
84.0	0.227031	0.084134	0.142897	0.804056	10.4859
85.0	0.218146	0.228513	0.0103664	0.787119	11.3837
86.0	0.521609	1.52244	1.00083	0.834482	7.98865
87.0	0.240003	0.970371	0.730368	0.838969	8.27162
88.0	0.950395	0.468864	0.481531	0.821881	9.38171
89.0	0.93965	1.13605	0.196399	0.823751	9.50064
90.0	0.370164	-0.88706	1.25722	0.789761	9.49768
91.0	0.939031	1.11489	0.175864	0.771625	12.1872
92.0	0.106124	0.661665	0.555541	0.768682	12.0281
93.0	0.913204	0.818004	0.0952005	0.777406	11.8951
94.0	0.567283	-0.553	1.12028	0.839763	7.49486
95.0	0.252268	0.938926	0.686658	0.754005	12.6669
96.0	0.0298891	1.1892	1.15931	0.721346	13.5804
97.0	0.386482	1.02692	0.640441	0.673646	18.0259
98.0	0.126617	0.347558	0.220941	0.767775	12.3807
99.0	0.970773	1.50116	0.530384	0.866324	7.33776
100.0	0.50551	-0.232333	0.737842	0.709974	15.294
101.0	0.977236	1.28213	0.304894	0.847733	8.3374
102.0	0.0395966	0.856403	0.816806	0.854605	7.44633
103.0	0.11131	0.017568	0.0937418	0.800669	10.6704
104.0	0.519432	-0.630453	1.14989	0.847703	7.08231
105.0	0.869059	0.718543	0.150517	0.767006	12.4544
106.0	0.606848	-0.48884	1.09569	0.859034	6.72382
107.0	0.953915	1.12192	0.168001	0.801737	10.5945
108.0	0.316668	0.901771	0.585103	0.805508	10.0584
109.0	0.132015	-0.288533	0.420548	0.734696	14.1719
110.0	0.841368	0.754309	0.0870595	0.869426	7.48404
111.0	0.499188	-0.390637	0.889825	0.877613	6.36394
112.0	0.678638	0.536258	0.14238	0.899424	6.2527
113.0	0.527831	0.786706	0.258875	0.883776	6.83012
114.0	0.977004	0.167603	0.809401	0.836732	8.24601
115.0	0.647785	0.26036	0.387425	0.829441	9.11243
116.0	0.755766	0.354729	0.401037	0.769026	12.1804
117.0	0.0942561	0.603039	0.508782	0.832194	8.86887
118.0	0.509137	0.365096	0.144041	0.842737	8.63749
119.0	0.942629	0.629443	0.313186	0.832264	9.03622
120.0	0.232492	-0.954869	1.18736	0.843009	7.19675
121.0	0.471976	0.185182	0.286794	0.887685	6.65708
122.0	0.281567	-1.04291	1.32448	0.795978	9.00449
123.0	0.0365234	0.0403036	0.00378022	0.88655	6.78437
124.0	0.497542	0.666215	0.168674	0.726162	14.8903
125.0	0.85246	0.944656	0.0921958	0.817922	9.81346
126.0	0.649688	-0.623772	1.27346	0.806992	8.61367
127.0	0.191607	-0.000774619	0.192382	0.917958	5.52859
128.0	0.977207	1.35135	0.374141	0.877954	6.99529
129.0	0.612614	0.879902	0.267288	0.77824	11.7779
130.0	0.320199	-0.278308	0.598507	0.894778	6.10518
131.0	0.484777	0.349568	0.135209	0.908747	5.89435
132.0	0.979262	1.56249	0.583224	0.830842	8.84544
133.0	0.840647	1.8338	0.993156	0.844133	7.5764
134.0	0.965659	1.17986	0.214198	0.928064	5.14764
135.0	0.240937	-0.0301834	0.27112	0.893228	6.44449
136.0	0.898899	0.25175	0.647149	0.988516	2.77097
137.0	0.0310019	0.449207	0.418205	0.863328	7.57282
138.0	0.714852	-0.113246	0.828098	0.752165	12.5211
139.0	0.8665	1.08907	0.222566	0.801158	10.6001
140.0	0.162175	0.706975	0.5448	0.796755	10.5494
141.0	0.572238	0.0300326	0.542205	0.821814	9.31821
142.0	0.701105	0.684847	0.0162586	0.901162	6.20442
143.0	0.577534	1.32251	0.744977	0.710948	15.2164
144.0	0.648545	0.541721	0.106823	0.921137	5.43474
145.0	0.862738	0.506849	0.355889	0.802352	10.4541
146.0	0.94865	0.187454	0.761196	0.714201	14.9729
147.0	0.857257	0.513807	0.34345	0.696005	16.7916
148.0	0.164689	0.386947	0.222258	0.818646	9.73398
149.0	0.118895	0.186775	0.0678799	0.846511	8.4843
150.0	0.176055	0.440279	0.264224	0.841374	8.64769
151.0	0.520628	0.408805	0.111822	0.931345	5.06001
152.0	0.906637	0.63014	0.276497	0.808718	10.1908
153.0	0.721132	0.295651	0.425481	0.887287	6.57548
154.0	0.49775	-0.828208	1.32596	0.747229	11.5612
155.0	0.8599	0.180259	0.679642	0.832926	8.62103
156.0	0.0575896	-0.095628	0.153218	0.769028	12.3402
157.0	0.120484	0.329775	0.209291	0.74547	13.6785
158.0	0.68823	0.537199	0.151031	0.798701	10.7552
159.0	0.323562	-0.223695	0.547257	0.854998	7.80422
160.0	0.173731	0.320289	0.146558	0.706407	16.1987
161.0	0.717145	0.766733	0.0495875	0.730442	14.6517
162.0	0.707829	1.53788	0.830046	0.782421	10.854
163.0	0.359121	0.361995	0.00287424	0.861421	7.83332
164.0	0.120901	0.335814	0.214913	0.742158	13.8751
165.0	0.696486	-0.220007	0.916492	0.680431	16.9556
166.0	0.89559	0.403	0.492589	0.80419	10.2336
167.0	0.890009	1.4019	0.511887	0.906898	5.73018
