Ind_ID	PosInd_X	PosInd_Y	MutEffect	Region

8	0.077064	8.79824	0.828624	1
25	1.54195	1.85354	0.341662	1
68	1.24013	24.5041	-0.394507	1
69	1.50876	18.0986	0.989945	1
77	0.730668	13.3747	0.456439	1
78	0.569098	8.75514	0.203129	1
83	1.15212	4.73716	0.462759	1
89	0.574908	7.4895	1.13605	1
94	1.43428	24.7741	-0.553	1
101	0.569813	21.1562	1.28213	1
105	0.518459	8.87474	0.718543	1
107	0.858519	2.79788	1.12192	1
122	2.33406	1.0034	-1.04291	1
144	2.30633	22.2077	0.541721	1
148	0.785806	15.0173	0.386947	1
149	2.24785	0.256809	0.186775	1
156	2.02156	24.6023	-0.095628	1
168	2.17407	18.2003	0.904283	1
174	0.290196	15.2355	1.2998	1
178	1.32171	16.6034	0.252092	1
181	1.71617	14.2861	0.450111	1
194	2.13774	1.61575	1.15244	1
210	2.4354	2.84893	0.126748	1
225	2.3752	19.3485	0.757472	1
227	2.34017	20.6614	0.442194	1
243	1.33629	7.5812	1.48378	1
253	0.59333	6.54435	0.98177	1
264	0.934161	13.0131	0.493192	1
270	1.85966	10.5627	0.356272	1
284	1.44633	8.15993	0.523298	1
287	2.07048	2.22146	0.158952	1
291	1.19859	5.11296	-0.0480966	1
292	2.26895	24.13	0.334613	1
296	1.77981	3.33845	-0.115305	1
298	0.113677	4.98983	0.883382	1
317	1.19353	9.14991	0.879679	1
324	0.757796	14.7667	1.08803	1
335	1.80764	1.50535	-0.11373	1
347	0.638131	8.1659	0.629774	1
384	1.47199	22.5398	0.537908	1
389	1.26274	2.05479	0.965013	1
415	0.550148	1.0529	1.03099	1
423	2.06131	2.8488	-0.875717	1
431	1.80229	14.9417	-0.18094	1
435	2.29507	21.2539	-0.18647	1
437	1.00688	23.7958	1.42376	1
440	2.38046	0.718844	0.655741	1
444	0.900914	6.57316	0.469715	1
447	0.674276	9.12094	0.257137	1
464	2.04427	11.4383	0.237824	1
475	1.07176	18.9715	-0.0956094	1
483	0.956902	10.5383	0.719776	1
486	1.49786	9.81307	1.03897	1
496	1.2707	2.70736	0.292873	1
503	1.94682	17.6478	0.718606	1
510	1.08757	12.2277	0.98647	1
515	0.691269	13.0388	1.14374	1
521	0.546851	23.145	-0.723222	1
552	1.08585	10.0168	0.480974	1
564	1.98178	18.9963	0.95849	1
588	1.68734	15.6872	-0.536978	1
602	0.921078	17.888	1.26051	1
607	0.0684237	23.2772	-0.443266	1
608	0.370483	17.79	0.534349	1
610	0.959908	4.87762	0.669883	1
624	0.666427	19.9822	0.285353	1
629	0.863986	23.7651	1.92194	1
638	0.801671	9.98481	0.213883	1
646	1.02159	16.297	0.897064	1
656	0.899065	17.5344	0.858205	1
675	1.34074	7.88403	0.458238	1
689	1.24145	4.26763	0.157507	1
692	1.55813	19.5811	0.47358	1
720	0.222019	3.93891	0.942572	1
728	1.12893	4.32094	0.131523	1
734	1.3208	1.89692	-0.0178304	1
745	1.34593	0.341126	0.592874	1
746	1.61704	17.6991	0.455446	1
747	0.668729	7.19286	0.363431	1
771	1.55558	4.6462	-0.0550112	1
772	1.79407	6.92802	0.348812	1
791	0.476166	16.1919	0.981868	1
823	1.59032	21.9468	0.543705	1
824	0.677418	20.4088	1.2876	1
827	2.47117	10.7712	0.699236	1
842	2.4167	4.29222	0.539904	1
856	0.2859	5.73111	0.300643	1
878	1.53703	3.54494	0.55084	1
883	2.17532	21.064	0.794963	1
917	1.35201	18.752	-0.0140315	1
919	0.501855	5.2182	1.01936	1
947	0.289735	11.5421	0.409046	1
969	0.0171662	3.12781	1.81677	1
988	2.1916	11.3459	-0.23431	1
993	1.8173	10.4316	0.894914	1
1007	2.21934	19.3192	0.315044	1
1016	0.046931	24.2452	0.716767	1
1023	0.340274	19.6168	1.05231	1
1032	1.80079	12.0817	1.98801	1
1036	0.287145	24.1079	0.204762	1
1041	0.517897	22.3893	0.600148	1
1056	1.45889	10.405	0.746566	1
1069	1.79055	9.97332	0.720718	1
1070	1.63821	22.1014	-0.198035	1
1071	0.0555946	14.9042	0.99774	1
1081	0.640832	23.682	0.130455	1
1091	1.58729	13.9249	-0.338266	1
1102	1.09206	23.1481	0.70672	1
1114	1.65412	15.6909	-0.250453	1
1117	1.32057	11.1591	0.555654	1
1133	1.10185	22.511	-0.148981	1
1136	1.04877	20.3729	-0.253786	1
1154	0.296565	8.83783	0.65099	1
1162	1.20732	19.6998	0.321463	1
1175	1.87416	19.4802	1.2852	1
1176	0.482825	7.36262	0.23042	1
1196	2.24966	17.0819	-0.713081	1
1222	1.30056	17.0906	1.52655	1
1248	2.14858	18.798	0.0886147	1
1251	1.865	13.3349	1.6035	1
1256	0.202418	23.3905	0.969491	1
1260	2.45276	7.11054	0.113977	1
1261	2.28914	7.10448	-0.0511744	1
1264	1.44114	9.1311	0.530729	1
1273	1.18752	7.52619	0.412558	1
1275	0.944259	19.7096	-0.418815	1
1278	2.33713	4.98537	0.250588	1
1280	1.79592	7.82409	0.0981004	1
1288	0.340674	0.236423	-0.393052	1
1293	0.262473	14.0658	0.701878	1
1311	1.20777	5.41891	-0.118769	1
1331	2.1898	15.1985	0.926073	1
1333	2.07858	1.60901	0.174756	1
1334	0.141927	21.8063	0.260868	1
1336	0.673014	13.0671	0.617727	1
1337	1.05815	22.0907	1.20172	1
1355	0.698062	18.2353	1.19219	1
1368	1.69719	3.19324	-0.765285	1
1369	1.6178	9.23114	1.01967	1
1373	0.34543	6.97483	1.30367	1
1379	2.32797	14.2488	0.882448	1
1413	0.18715	7.00203	0.539666	1
1422	2.19986	17.4524	1.60441	1
1434	1.42227	22.5739	0.00247599	1
1443	0.435279	19.1184	1.30634	1
1444	1.90783	7.41421	0.0221006	1
1460	2.27237	2.85433	-0.0832086	1
1469	1.61061	13.1591	0.341827	1
1479	0.154486	13.6648	1.15152	1
1490	0.0179165	8.68796	-0.0349337	1
1504	0.397061	4.11082	1.35736	1
1512	2.04893	5.44262	-0.202133	1
1524	1.14258	16.3707	-0.51034	1
1525	1.67294	1.23008	0.153114	1
1542	2.24999	23.7772	0.657215	1
1558	0.762323	0.582023	0.857652	1
1567	1.15456	18.3655	-1.07413	1
1596	1.30383	10.0685	-0.0076585	1
1639	1.58935	17.7193	0.0228846	1
1654	2.02354	18.7525	0.30846	1
1660	2.1355	1.52189	1.47612	1
1664	0.189383	23.904	0.396045	1
1684	1.19087	19.0381	0.253361	1
1689	0.209075	14.4831	-0.431441	1
1690	0.203896	3.47679	0.848753	1
1705	0.251781	18.8333	0.37148	1
1713	2.28476	16.3215	0.307843	1
1717	1.22277	12.1229	0.768904	1
1727	1.25669	2.27075	0.619344	1
1745	1.05475	10.6262	0.730944	1
1749	2.19485	21.7403	0.834965	1
1754	1.35448	10.8155	0.628844	1
1762	0.918625	4.63389	0.543188	1
1793	2.09486	7.71573	-0.484792	1
1800	2.03082	16.6984	0.911793	1
1814	0.697154	24.4279	0.0901804	1
1819	1.25561	13.8178	-0.0611443	1
1828	0.557762	5.79117	1.22639	1
1830	1.83909	2.15253	-0.512355	1
1832	0.350365	11.9083	-0.129778	1
1833	0.956051	12.1005	0.518594	1
1842	1.03891	3.37923	0.944003	1
1845	0.280206	1.95167	2.00432	1
1851	0.679844	15.1371	0.0302412	1
1877	1.54128	14.9928	1.02924	1
1878	1.69332	15.597	-0.103935	1
1888	1.21948	3.42467	-0.0644574	1
1889	1.40543	4.52207	0.104511	1
1898	0.593889	4.25754	0.0424268	1
1907	0.347273	17.1455	-0.249013	1
1908	0.819215	16.4733	0.9697	1
1920	1.25286	12.5527	0.0734267	1
1922	2.22151	11.0607	0.0447124	1
1937	2.21855	10.0597	1.34551	1
1947	1.92053	15.7647	1.45269	1
1948	0.819938	5.99814	0.0319714	1
1952	2.08856	3.10719	0.646529	1
1953	1.43566	3.07055	0.337271	1
1959	0.658041	15.1339	0.575532	1
1980	1.51874	11.6323	1.1123	1
1993	2.30985	3.47485	0.0414396	1
2024	0.355865	6.25416	0.965644	1
2032	1.09443	1.40272	0.0671478	1
2061	1.80239	12.5514	0.505233	1
2081	2.21498	3.28945	-0.0220477	1
2102	0.79823	12.8693	0.696571	1
2112	1.69868	13.2083	0.998059	1
2117	2.19012	4.4857	1.09198	1
2132	1.00334	17.5997	0.453497	1
2139	2.26394	5.621	0.623388	1
2160	1.30323	23.0828	0.147494	1
2171	1.19257	24.3328	0.221853	1
2201	0.461579	3.28021	0.813678	1
2207	1.08229	7.18394	0.109226	1
2208	1.3012	7.45517	0.984777	1
2211	2.24576	9.14541	0.255313	1
2218	0.00181914	18.4845	1.05971	1
2230	1.49304	8.44962	-0.265062	1
2247	0.0318802	7.80505	0.0262588	1
2269	1.66272	0.444533	0.537229	1
2274	2.34333	18.7646	1.2838	1
2295	0.527552	1.12445	0.953505	1
2316	1.15613	17.4524	-0.0632195	1
2322	1.72523	16.7543	-0.152852	1
2344	2.04967	18.0725	0.595232	1
2346	1.87061	19.106	0.109719	1
2349	0.655108	13.1504	-0.612834	1
2373	0.00423978	17.106	0.808262	1
2410	1.0739	18.3554	1.24026	1
2433	2.11332	2.50554	0.770617	1
2440	1.37614	16.3847	0.438331	1
2447	2.46852	14.5851	-0.313237	1
2464	1.96966	22.2206	0.560144	1
2471	0.204316	21.6483	0.368682	1
2489	2.36286	12.9042	1.12763	1
2509	0.929741	14.5477	0.13416	1
2519	0.889149	22.2962	-0.80461	1
2520	0.322129	23.3094	0.451388	1
2529	1.90345	21.1273	0.932205	1
2534	2.46312	1.06962	0.7778	1
2553	2.11481	13.5275	1.04479	1
2564	2.22318	9.57774	0.20482	1
2573	0.369683	6.73436	1.71025	1
2577	1.50763	19.8951	-0.205204	1
2589	0.00853106	10.6017	0.304274	1
2605	1.08508	11.9653	1.57577	1
2617	1.86858	2.02756	-0.417022	1
2621	2.49308	15.5797	0.826863	1
2627	0.689318	17.3645	0.83249	1
2637	2.30207	20.6903	0.00194279	1
2641	1.06437	18.9138	0.533352	1
2649	0.388562	20.5996	0.516618	1
2650	1.42135	8.65541	0.63225	1
2656	1.58591	7.1157	1.35793	1
2663	2.12892	17.0285	1.00435	1
2666	0.303462	15.9186	0.215487	1
2667	1.50096	4.57262	0.498515	1
2668	2.1039	11.3414	-0.0365645	1
2685	1.07156	5.65174	-0.247206	1
2689	2.10374	14.1901	0.623322	1
2690	1.66236	13.935	-0.0201002	1
2706	1.49173	17.9698	1.05256	1
2708	2.27059	16.0373	1.38253	1
2709	2.38137	16.8915	0.519286	1
2710	1.40459	23.5871	0.817754	1
2748	1.56348	15.4257	0.14355	1
2752	0.582869	16.4692	0.449725	1
2781	1.87583	12.039	-0.707781	1
2784	2.10587	15.2193	0.382055	1
2799	0.815342	20.7425	1.10337	1
2840	0.544955	3.1563	-0.122416	1
2846	1.49585	12.4476	0.795303	1
2859	0.459141	1.42375	0.699251	1
2860	0.334684	2.98838	0.336839	1
2866	2.37934	22.1886	0.134407	1
2876	2.46591	22.38	0.622169	1
2887	1.32047	3.25526	1.4536	1
2906	2.09047	23.9764	0.245578	1
2928	1.88805	3.8284	0.180064	1
2933	0.0681929	22.7918	0.450897	1
2940	2.30387	0.215895	0.869372	1
2983	1.54562	9.57836	0.171073	1
2984	1.52721	22.9799	-0.403298	1
2999	2.21374	4.52693	0.0561826	1
3013	1.31876	2.0273	0.371381	1
3017	0.583345	14.7181	0.320055	1
3021	1.43296	5.60242	0.131414	1
3034	1.64023	7.29415	-0.127869	1
3048	1.40872	6.37117	0.552236	1
3049	1.23416	3.99642	0.223481	1
3055	2.23679	14.8137	0.388031	1
3058	2.33543	9.16801	0.777345	1
3064	0.205421	3.62269	-0.289481	1
3065	0.818996	4.00212	0.749454	1
3074	0.94587	13.8347	0.136966	1
3081	2.43776	23.2292	0.894689	1
3082	0.228419	1.77759	-0.357037	1
3090	2.05319	7.87652	0.350419	1
3094	2.27608	18.2245	-0.293445	1
3096	1.51977	9.83831	0.741364	1
3102	2.27005	9.12878	0.556139	1
3104	0.972271	2.05323	0.18511	1
3112	0.282621	19.7015	-0.401283	1
3131	0.724133	9.80442	0.301079	1
3132	0.434644	10.0589	0.0429034	1
3133	1.91083	2.82397	0.346714	1
3149	2.28883	19.3761	-0.0453333	1
3152	1.27438	3.78463	0.845739	1
3162	0.879569	19.0434	0.298479	1
3169	0.296055	24.6419	0.0196934	1
3175	2.48433	23.2601	0.727839	1
3184	1.78246	22.0454	0.912249	1
3194	0.10751	19.621	0.435989	1
3203	1.15019	9.69444	1.5984	1
3232	0.137954	14.5986	1.09472	1
3254	1.7994	9.7156	-0.445294	1
3257	2.29235	21.9502	1.84247	1
3268	1.09048	6.13279	0.47161	1
3282	1.31348	10.3487	-0.418114	1
3319	0.448321	11.819	1.33533	1
3320	0.695893	11.4198	1.45319	1
3322	0.734624	2.32399	-0.246358	1
3325	1.93228	15.9192	0.849516	1
3331	0.688909	7.71176	0.253978	1
3336	0.977025	16.7161	1.86208	1
3369	0.279795	6.07745	-0.0446483	1
3370	2.39133	3.58842	1.30091	1
3376	0.463991	24.741	0.220327	1
3386	2.48546	5.12031	-0.0518247	1
3387	0.589062	3.41163	1.22384	1
3388	0.840114	3.43799	0.773682	1
3392	1.90385	14.2622	-0.0365337	1
3421	1.72686	19.8539	1.00326	1
3439	2.293	8.57133	0.759569	1
3442	1.48698	7.48115	-0.468105	1
3445	0.258506	9.04959	-1.21267	1
3447	2.0604	18.4719	1.2723	1
3462	1.19565	9.77096	-0.538801	1
3464	2.3115	9.76387	1.00947	1
3481	2.28467	17.2174	0.283479	1
3487	0.433989	4.59582	0.71073	1
3497	0.685962	15.6859	0.962936	1
