3	-0.450474	1
7	-0.864449	1
10	-0.389387	1
13	-0.0603029	1
18	-0.179497	1
19	0.0108658	1
20	-0.112357	1
21	-0.324756	1
29	-0.160864	1
32	-0.0197926	1
33	-0.0186186	1
34	-0.240028	1
35	-0.00109091	1
36	-0.167063	1
37	0.188773	1
47	0.500955	1
49	0.358349	1
51	0.0966179	1
54	0.0127877	1
56	0.260393	1
59	0.0976577	1
60	0.31719	1
64	-0.321937	1
66	-0.371251	1
67	-0.430416	1
68	-0.0667624	1
69	-0.174264	1
72	-0.2236	1
74	0.0558259	1
88	0.0815422	1
90	-0.272638	1
92	-0.198667	1
94	0.377826	1
96	-0.116757	1
98	0.126956	1
102	0.0279605	1
106	0.133206	1
109	0.362505	1
113	0.397362	1
116	-0.0414284	1
119	0.0532808	1
123	-0.265564	1
124	-0.29473	1
129	0.273483	1
130	0.412383	1
132	-0.0847008	1
133	0.573731	1
137	-0.0353032	1
139	0.102672	1
145	0.308953	1
148	0.418338	1
155	0.531032	1
156	0.321357	1
161	0.57173	1
162	0.366146	1
167	0.558258	1
173	0.367909	1
176	0.702653	1
177	-0.227148	1
180	-0.404574	1
182	0.254107	1
184	0.101886	1
188	0.639214	1
189	0.287367	1
198	0.0400593	1
201	-0.369387	1
209	-0.114584	1
210	-0.255578	1
211	0.0291323	1
212	0.0984424	1
213	0.0451162	1
218	-0.0765538	1
226	0.214114	1
229	0.270465	1
233	0.541218	1
238	-0.11806	1
240	0.225223	1
243	0.330138	1
244	0.463736	1
245	-0.245918	1
248	-0.113542	1
255	-0.0109282	1
260	-0.39426	1
261	0.139465	1
262	0.100548	1
263	0.220888	1
270	-0.461909	1
277	0.235607	1
278	0.0506269	1
285	-0.23556	1
286	0.483101	1
287	-0.255132	1
290	-0.327537	1
291	0.416941	1
295	-0.231288	1
297	-0.421699	1
304	0.13127	1
306	-0.47876	1
308	0.582997	1
311	-0.228366	1
314	-0.195006	1
316	0.0238659	1
323	-0.113322	1
324	-0.551816	1
325	0.00321762	1
328	0.23671	1
329	-0.0872914	1
342	-0.0386569	1
351	0.484324	1
352	-0.0172229	1
353	0.501489	1
354	0.522393	1
360	0.0554987	1
361	-0.0229932	1
370	-0.174637	1
371	0.598184	1
376	0.0736525	1
379	-0.153756	1
380	-0.659235	1
383	0.183094	1
387	0.113913	1
389	-0.18466	1
390	0.0941937	1
396	0.154321	1
397	0.609864	1
402	0.201516	1
409	0.0671546	1
411	0.54982	1
412	-0.0736414	1
413	0.251272	1
420	0.137	1
422	0.344227	1
423	-0.942745	1
426	-0.0452641	1
427	-0.00245712	1
430	0.159165	1
431	0.0200894	1
434	-0.0713001	1
436	-0.331562	1
439	0.23863	1
440	0.0992022	1
441	0.11143	1
444	0.539081	1
445	0.0542718	1
447	-0.609691	1
448	0.457141	1
449	-0.132861	1
453	0.418517	1
456	0.187074	1
457	0.38747	1
460	-0.124208	1
467	0.110136	1
468	-0.240105	1
471	-0.171612	1
473	0.278316	1
477	0.253824	1
478	-0.0793161	1
479	0.285446	1
484	0.00630001	1
485	0.058263	1
