Ind_ID	PosInd_X	PosInd_Y	MutEffect	Region

7	1.83363	5.21058	-0.736835	1
8	1.60452	6.85414	-0.16157	1
45	2.49747	14.1999	0.724291	1
49	1.24662	1.05062	-0.0269452	1
56	1.58987	20.7826	0.377048	1
60	0.82892	5.9415	0.424466	1
84	1.375	8.72332	-1.23896	1
86	1.60608	8.45912	-0.111769	1
102	0.693544	1.31772	0.232074	1
103	1.78745	2.80973	-0.216875	1
123	2.23671	20.7147	-0.339315	1
138	1.54334	16.977	0.217405	1
139	1.23598	11.0335	-0.11418	1
148	2.38434	16.9995	-0.0650088	1
150	1.23911	19.4715	-0.966566	1
154	0.867009	19.3493	-0.302339	1
187	2.33607	14.8394	0.220176	1
218	2.47053	2.1649	-0.5815	1
227	1.51024	10.3098	-0.352591	1
235	1.10961	7.82078	0.350162	1
238	1.24377	10.8571	-0.459007	1
274	2.15307	1.70465	-0.0281817	1
307	0.849248	8.37765	-0.235264	1
339	1.85753	19.2442	-0.976378	1
350	1.09155	19.9146	0.712677	1
358	2.16645	23.5394	0.123913	1
360	2.12397	17.0292	-0.70712	1
363	2.27466	19.2168	-0.0499168	1
397	0.976684	7.79043	0.496621	1
405	2.16955	23.5215	0.306416	1
409	1.95321	18.112	0.329229	1
410	0.190193	1.61443	-0.0129127	1
411	1.65177	16.6923	-0.645922	1
452	0.268373	1.53612	-0.108518	1
462	0.630115	10.1038	0.856696	1
464	2.25528	2.25937	0.250673	1
472	1.11371	0.809546	0.378261	1
482	1.76824	8.76368	-1.17011	1
489	0.991986	8.47007	-0.631639	1
563	1.48727	17.2857	-0.186691	1
566	1.11548	1.14935	0.413898	1
567	1.88801	2.90939	-0.368574	1
578	0.594089	0.865131	-0.194758	1
592	0.537572	9.83646	-0.392408	1
617	1.82908	14.6185	0.355658	1
621	2.44799	17.7794	-0.239872	1
637	0.607117	2.67528	-0.730876	1
659	0.92719	10.8702	-0.384244	1
703	1.77721	21.8861	-0.239842	1
716	1.65836	17.1933	0.200088	1
717	1.76162	16.7149	-0.952728	1
718	0.96596	0.800825	-0.723125	1
774	0.131191	0.293468	-0.742782	1
787	1.1598	0.544464	-0.0974584	1
795	0.892582	9.66052	0.513192	1
871	0.995699	10.8253	-0.00768108	1
883	2.45038	17.5595	0.150579	1
891	1.83254	20.3136	-0.394386	1
919	1.87624	2.47125	-0.0795586	1
932	0.78784	0.999543	-0.202419	1
933	1.13416	0.367613	-0.909996	1
935	0.916308	8.58512	-0.0546496	1
980	2.3009	2.93179	-0.0949387	1
995	1.85276	2.09055	0.861093	1
996	2.15712	1.77358	-0.201984	1
1001	0.699864	8.62734	-0.128883	1
1002	2.03631	24.1191	0.200074	1
1018	1.43256	14.7891	-0.112489	1
1027	1.75548	16.8946	-0.41864	1
1043	1.9818	1.81565	-0.407667	1
1056	1.47033	1.2991	0.250936	1
1060	2.1634	19.9326	-0.0529012	1
1062	0.964955	7.85722	0.0578228	1
1127	1.58758	23.3972	-0.240024	1
1128	1.50376	8.58562	0.072712	1
1163	1.86821	20.0917	-0.140374	1
1170	1.9862	9.9878	-0.358624	1
1188	0.347097	1.49667	0.922498	1
1	4.66899	10.8074	0.487127	2
9	4.48502	19.8028	-0.190092	2
12	4.11734	23.5742	0.573082	2
14	2.82445	21.4655	0.676414	2
23	3.45969	14.1426	-0.283894	2
29	4.65978	16.301	-0.106765	2
31	2.76265	6.84773	0.614189	2
34	4.43348	8.1452	-0.2056	2
48	4.6968	12.6684	-0.0769594	2
62	4.48146	16.5974	0.327659	2
63	3.34098	12.7738	-0.725129	2
64	3.21044	12.1117	0.497519	2
71	2.77451	23.8319	0.343087	2
78	2.67393	14.7197	-0.598733	2
98	4.91527	22.3311	0.237131	2
107	3.84056	15.8609	-0.296194	2
117	2.99977	2.8848	-0.0206518	2
156	2.56589	18.2543	0.583434	2
174	3.87146	15.6545	0.422145	2
175	3.44777	14.5758	0.43683	2
181	2.81761	3.57669	-0.469057	2
185	2.74492	19.7017	-1.23005	2
189	3.09699	7.94147	0.281447	2
198	3.97141	24.4229	-0.560939	2
199	3.99712	19.1344	-0.0611111	2
211	4.60865	15.7422	0.502664	2
213	2.99966	23.3362	0.353475	2
217	4.67866	13.7338	-0.219904	2
221	3.07674	21.0558	-1.14999	2
225	4.56879	15.093	-0.385287	2
242	2.80583	18.4955	-0.0936118	2
251	4.43953	5.64679	0.0385055	2
260	4.39357	17.2451	-0.504033	2
264	3.51203	0.0524959	0.147688	2
