IND_ID	Opt	Phen	AbsErr	Fitness
168.0	0.220125	0.397169	0.177045	0.900277
169.0	0.544518	0.977133	0.432615	0.603182
170.0	0.515567	0.520862	0.0052948	0.902337
171.0	0.497105	0.323648	0.173457	0.835221
172.0	0.446088	-0.0589366	0.505024	0.4862
173.0	0.559304	0.443852	0.115452	0.833307
174.0	0.176865	0.0509431	0.125922	0.849321
175.0	0.237757	0.498491	0.260734	0.809114
176.0	0.10322	-0.0186823	0.121903	0.809624
177.0	0.157494	0.6689	0.511406	0.563581
178.0	0.610501	0.706103	0.0956016	0.856743
179.0	0.597797	0.774471	0.176673	0.813253
180.0	0.651221	0.624856	0.0263648	0.865933
181.0	0.372986	0.697605	0.324619	0.617627
182.0	0.433612	0.526855	0.0932427	0.776835
183.0	0.0861438	-0.134497	0.22064	0.830958
184.0	0.00379347	-0.0784178	0.0822113	0.743013
185.0	0.692494	0.544008	0.148487	0.943669
186.0	0.470142	0.547357	0.0772148	0.920217
187.0	0.158629	0.238709	0.0800799	0.831546
188.0	0.115858	0.0923415	0.0235169	0.806934
189.0	0.101877	0.392342	0.290465	0.811505
190.0	0.533125	0.43677	0.0963552	0.928042
191.0	0.621473	0.290202	0.33127	0.726425
192.0	0.411229	0.510422	0.099193	0.922228
193.0	0.656082	0.593035	0.0630473	0.86047
194.0	0.672661	0.854714	0.182052	0.795972
195.0	0.680671	0.473324	0.207347	0.758534
196.0	0.0676481	-0.206818	0.274466	0.841373
197.0	0.332303	0.0412144	0.291089	0.635561
198.0	0.668415	0.579201	0.0892132	0.856385
199.0	0.694106	0.486023	0.208084	0.759255
200.0	0.579455	0.296407	0.283048	0.750013
201.0	0.598897	0.287746	0.311151	0.688205
202.0	0.00610933	-0.0508075	0.0569169	0.81136
203.0	0.428213	0.238081	0.190133	0.908608
204.0	0.232558	0.289025	0.0564674	0.854702
205.0	0.112944	-0.115547	0.22849	0.779622
206.0	0.265359	-0.00812709	0.273486	0.828325
207.0	0.16042	-0.0998249	0.260245	0.780078
208.0	0.203178	0.438567	0.235389	0.837622
209.0	0.433813	0.273571	0.160242	0.716535
210.0	0.580522	0.303294	0.277228	0.76158
211.0	0.0172123	0.0492963	0.0320841	0.852564
212.0	0.334881	0.616577	0.281696	0.660023
213.0	0.537917	0.606622	0.0687048	0.912999
214.0	0.466591	0.329674	0.136917	0.908429
215.0	0.145303	0.718491	0.573188	0.542689
216.0	0.019184	0.361092	0.341908	0.719718
217.0	0.264079	0.399246	0.135167	0.80819
218.0	0.0956996	0.240745	0.145046	0.956384
219.0	0.0379387	-0.218259	0.256197	0.829893
220.0	0.112	0.0813668	0.0306335	0.970389
221.0	0.622797	0.41571	0.207087	0.820306
222.0	0.638611	0.753898	0.115287	0.848965
223.0	0.445203	0.780044	0.33484	0.704072
224.0	0.171177	-0.223639	0.394816	0.635847
225.0	0.516237	0.42458	0.0916569	0.776998
226.0	0.341168	0.501477	0.160309	0.891165
227.0	0.397808	0.328154	0.0696536	0.978622
228.0	0.0669627	0.188751	0.121788	0.875531
229.0	0.427707	0.274661	0.153046	0.713675
230.0	0.402391	0.0856181	0.316773	0.655009
231.0	0.318888	0.672782	0.353894	0.707325
232.0	0.587306	0.308	0.279306	0.772008
233.0	0.374871	0.0662883	0.308583	0.715776
234.0	0.333678	0.20566	0.128018	0.850604
235.0	0.463366	0.370953	0.0924121	0.934987
236.0	0.359369	0.760389	0.40102	0.688308
237.0	0.537027	0.341061	0.195966	0.939951
238.0	0.425187	0.553284	0.128097	0.806533
239.0	0.351418	0.541221	0.189803	0.773509
240.0	0.312265	0.0193639	0.292901	0.78542
241.0	0.256165	0.516988	0.260824	0.69543
242.0	0.0601628	0.402816	0.342653	0.733209
243.0	0.638491	0.748436	0.109945	0.856973
244.0	0.499179	0.824444	0.325265	0.692759
245.0	0.499089	0.313158	0.185931	0.786476
246.0	0.603803	0.395104	0.208699	0.803192
247.0	0.369996	0.516785	0.146789	0.80362
248.0	0.104925	-0.0810122	0.185937	0.888195
249.0	0.184199	0.282665	0.0984665	0.905657
250.0	0.194037	-0.0394579	0.233495	0.746278
251.0	0.628879	0.958664	0.329785	0.710162
252.0	0.601019	0.762185	0.161166	0.715229
253.0	0.165515	-0.122729	0.288244	0.676954
254.0	0.25683	0.132732	0.124098	0.843344
255.0	0.657088	0.554181	0.102907	0.867021
256.0	0.0567073	0.170652	0.113945	0.881609
257.0	0.161175	-0.100548	0.261723	0.782285
258.0	0.176757	0.387064	0.210307	0.772359
259.0	0.00281168	0.23556	0.232748	0.721584
260.0	0.0695234	0.0306379	0.0388855	0.93851
261.0	0.19253	0.30685	0.11432	0.932446
262.0	0.641857	0.649253	0.0073959	0.873941
263.0	0.585902	0.762708	0.176806	0.879582
264.0	0.515945	0.659554	0.143609	0.861525
265.0	0.555221	0.645758	0.0905377	0.784796
266.0	0.0195688	0.168188	0.148619	0.884408
267.0	0.578138	0.668151	0.0900131	0.866704
268.0	0.548682	0.549271	0.000588592	0.820099
269.0	0.135435	0.192323	0.0568872	0.90552
270.0	0.668179	0.730634	0.062455	0.8498
271.0	0.438108	0.421838	0.01627	0.887309
272.0	0.00453925	-0.0936869	0.0982262	0.972079
273.0	0.0138794	-0.217232	0.231112	0.804834
274.0	0.607699	0.205839	0.40186	0.651778
275.0	0.398665	0.0779737	0.320691	0.724146
276.0	0.316262	0.13349	0.182773	0.83271
277.0	0.484464	1.04724	0.562775	0.467396
278.0	0.683049	0.882211	0.199162	0.775125
279.0	0.568531	0.459235	0.109295	0.760176
280.0	0.159178	-0.153284	0.312461	0.722359
281.0	0.397879	0.963325	0.565446	0.517993
282.0	0.119331	0.568178	0.448846	0.688189
283.0	0.190338	-0.0212946	0.211632	0.77497
284.0	0.433148	0.44015	0.00700202	0.919907
285.0	0.0929138	0.364308	0.271395	0.773826
286.0	0.678545	0.586746	0.0917989	0.891695
287.0	0.299004	0.382433	0.0834289	0.90569
288.0	0.479892	0.594899	0.115006	0.790443
289.0	0.0793449	0.126798	0.0474527	0.888952
290.0	0.410902	0.18813	0.222772	0.740385
291.0	0.564355	0.261798	0.302557	0.643661
292.0	0.492472	0.653838	0.161366	0.951182
293.0	0.293967	0.688728	0.394761	0.674395
294.0	0.0845487	0.314564	0.230016	0.793113
295.0	0.258798	0.11663	0.142167	0.880128
296.0	0.400559	0.215123	0.185436	0.894882
297.0	0.51465	0.427518	0.0871321	0.812077
298.0	0.24637	0.39134	0.144971	0.943025
299.0	0.644785	0.727141	0.0823565	0.867518
300.0	0.639578	0.370112	0.269466	0.759653
301.0	0.42669	0.319533	0.107157	0.799656
302.0	0.01507	0.0121261	0.00294396	0.892186
303.0	0.591823	0.569838	0.0219846	0.929143
304.0	0.496074	0.312272	0.183802	0.706367
305.0	0.64941	0.885484	0.236073	0.724794
306.0	0.12863	0.399218	0.270588	0.7537
307.0	0.00226455	0.0713664	0.0691019	0.89948
308.0	0.169307	0.321694	0.152388	0.786983
309.0	0.492821	0.0825485	0.410273	0.654041
310.0	0.229394	0.00677047	0.222624	0.864148
311.0	0.580104	0.516882	0.0632219	0.865878
312.0	0.22737	0.168095	0.0592749	0.887457
313.0	0.303645	0.604409	0.300765	0.741123
314.0	0.341609	0.414864	0.0732551	0.963153
315.0	0.389658	0.541911	0.152253	0.899029
316.0	0.597914	0.430345	0.167569	0.752548
317.0	0.46595	0.477896	0.0119457	0.824926
318.0	0.398693	0.919013	0.52032	0.555024
319.0	0.079038	0.345443	0.266405	0.775427
320.0	0.363922	0.317949	0.0459731	0.941432
321.0	0.246226	0.4719	0.225674	0.820214
322.0	0.0888618	0.349246	0.260385	0.786996
323.0	0.410739	0.17412	0.236619	0.774762
324.0	0.0451329	0.196471	0.151338	0.896871
325.0	0.283085	0.259583	0.0235021	0.87065
326.0	0.00114591	-0.443961	0.445107	0.602092
327.0	0.594353	0.6721	0.0777466	0.7713
328.0	0.579689	0.627731	0.0480418	0.894947
329.0	0.207053	0.189891	0.0171611	0.897669
330.0	0.0325966	0.157392	0.124795	0.882029
331.0	0.32667	0.171565	0.155106	0.880427
332.0	0.699179	0.693016	0.00616235	0.964082
333.0	0.698254	0.602262	0.0959914	0.861965
334.0	0.0967086	0.187995	0.0912863	0.906016
335.0	0.0559702	0.0054775	0.0504927	0.829131
336.0	0.0239721	-0.0851114	0.109084	0.944268
337.0	0.237803	0.0826037	0.1552	0.88005
338.0	0.514019	0.439698	0.0743214	0.916112
339.0	0.592133	0.820841	0.228708	0.762017
340.0	0.305811	0.248651	0.0571595	0.813071
341.0	0.663849	0.569525	0.0943237	0.968223
342.0	0.436604	0.073714	0.36289	0.650592
343.0	0.425028	0.223147	0.201881	0.754919
344.0	0.637061	0.812186	0.175125	0.755192
345.0	0.464098	0.464869	0.000771535	0.939981
346.0	0.0834339	-0.194332	0.277766	0.794741
347.0	0.386433	0.410318	0.0238854	0.87165
348.0	0.657099	0.744146	0.0870468	0.909033
349.0	0.18883	0.0322942	0.156536	0.82233
350.0	0.371155	0.232372	0.138783	0.844701
351.0	0.120243	0.402044	0.281801	0.839975
352.0	0.416321	0.321475	0.0948463	0.769043
353.0	0.263301	0.914178	0.650877	0.435068
354.0	0.215638	0.330376	0.114738	0.847227
355.0	0.207601	0.383533	0.175932	0.83504
356.0	0.58957	0.865889	0.276319	0.779294
357.0	0.54114	0.306338	0.234802	0.813763
358.0	0.418446	0.317477	0.100969	0.960925
359.0	0.297029	0.153416	0.143613	0.884129
360.0	0.127192	-0.0629638	0.190156	0.888996
361.0	0.0463495	-0.0309442	0.0772937	1.01519
362.0	0.327648	0.253748	0.0739001	0.757451
363.0	0.482544	0.494567	0.0120221	0.946875
364.0	0.143355	0.153172	0.00981653	0.910988
365.0	0.608994	0.495544	0.11345	0.850481
366.0	0.0313077	0.0878444	0.0565367	0.962139
367.0	0.198743	0.331601	0.132858	0.854218
368.0	0.315203	0.461315	0.146112	0.85121
369.0	0.518758	0.292406	0.226352	0.879577
370.0	0.196145	0.0159149	0.18023	0.831234
371.0	0.0340921	0.158204	0.124112	0.870162
372.0	0.147025	0.321302	0.174277	0.828959
373.0	0.596927	0.480464	0.116463	0.794302
374.0	0.0543073	0.207584	0.153277	0.876021
375.0	0.500548	0.133564	0.366983	0.626781
376.0	0.071066	0.222189	0.151123	0.886467
377.0	0.0630739	0.339704	0.27663	0.641566
378.0	0.549607	0.262759	0.286849	0.692414
379.0	0.421688	0.413132	0.00855655	0.923547
380.0	0.271903	0.164447	0.107456	0.979193
381.0	0.309754	0.228113	0.0816414	0.817151
382.0	0.104449	-0.318304	0.422753	0.730638
383.0	0.0835363	0.109871	0.0263347	0.917701
384.0	0.586677	0.74923	0.162553	0.91211
385.0	0.0832695	-0.0670163	0.150286	0.878407
386.0	0.391008	0.439587	0.0485796	0.860631
387.0	0.0617527	-0.188371	0.250123	0.801738
388.0	0.181801	0.270352	0.088551	0.884671
389.0	0.516451	0.735903	0.219452	0.678872
390.0	0.686151	0.333887	0.352264	0.726049
391.0	0.398584	0.553658	0.155074	0.852297
392.0	0.247135	0.123564	0.123571	0.756533
393.0	0.144427	-0.143166	0.287593	0.72256
394.0	0.628358	0.96512	0.336762	0.692272
395.0	0.497026	0.558865	0.0618389	0.86347
396.0	0.461849	0.812054	0.350205	0.717591
397.0	0.546816	0.541831	0.00498476	0.972263
398.0	0.479308	0.0664192	0.412889	0.640203
399.0	0.359342	0.627116	0.267774	0.831353
400.0	0.136675	0.440637	0.303963	0.773644
401.0	0.24554	0.370067	0.124527	0.79501
402.0	0.57419	0.960104	0.385914	0.630832
403.0	0.409379	0.675679	0.2663	0.869225
404.0	0.339311	0.67029	0.330979	0.714576
405.0	0.224152	-0.149471	0.373623	0.692106
406.0	0.483977	0.735632	0.251655	0.759446
407.0	0.147283	0.352985	0.205703	0.826802
408.0	0.42423	0.533262	0.109032	0.967446
409.0	0.229024	0.180716	0.0483077	0.933487
410.0	0.173705	0.0879483	0.0857572	0.837036
411.0	0.0203072	0.138665	0.118357	0.748977
412.0	0.618444	0.304005	0.314438	0.727494
413.0	0.442659	0.275718	0.166941	0.797823
414.0	0.491325	0.493803	0.00247788	0.82481
415.0	0.666692	0.286321	0.380371	0.68784
416.0	0.602648	0.825805	0.223158	0.814061
417.0	0.523644	0.421697	0.101947	0.875208
418.0	0.306116	0.661708	0.355592	0.65706
419.0	0.31533	0.0521622	0.263168	0.77317
420.0	0.0360518	-0.0369437	0.0729955	1.01265
421.0	0.358943	0.588414	0.229471	0.761988
422.0	0.265392	0.365061	0.0996691	0.782458
423.0	0.564558	0.574688	0.0101307	0.779363
424.0	0.575124	0.980236	0.405112	0.668854
425.0	0.184502	0.220808	0.0363061	0.881084
426.0	0.0560882	0.273482	0.217394	0.647588
427.0	0.471373	0.642331	0.170958	0.951164
428.0	0.592348	0.900824	0.308475	0.717174
429.0	0.270309	0.304477	0.0341678	0.859954
430.0	0.246057	0.272195	0.0261376	0.833938
431.0	0.32564	0.0886541	0.236986	0.812691
432.0	0.393421	0.23542	0.158002	0.926694
433.0	0.427615	0.210277	0.217338	0.626917
434.0	0.168127	0.00913355	0.158994	0.825738
435.0	0.205778	-0.0581271	0.263905	0.750283
436.0	0.363979	0.470078	0.106099	0.888031
437.0	0.453282	0.486879	0.0335972	0.953317
438.0	0.205909	0.102464	0.103445	0.820683
439.0	0.0181223	-0.043974	0.0620963	0.915036
440.0	0.244153	0.210807	0.0333461	0.841214
441.0	0.633314	0.23912	0.394194	0.724752
442.0	0.256463	0.468212	0.211749	0.78979
443.0	0.519264	0.614038	0.0947735	0.962582
444.0	0.262163	0.659026	0.396863	0.646134
445.0	0.634496	0.496834	0.137662	0.981954
446.0	0.632228	0.429846	0.202382	0.790926
447.0	0.199629	0.179132	0.0204969	0.8545
448.0	0.525695	0.263858	0.261838	0.68182
449.0	0.317081	0.306037	0.0110442	0.954809
450.0	0.540991	0.315904	0.225087	0.771082
451.0	0.0355957	0.0952195	0.0596238	0.997643
452.0	0.605555	0.806502	0.200947	0.844522
453.0	0.385032	0.51897	0.133938	0.865308
454.0	0.274315	0.19652	0.0777953	0.858954
455.0	0.695076	0.74163	0.0465536	0.900315
456.0	0.378603	0.0573852	0.321218	0.740086
457.0	0.276021	-0.0132722	0.289293	0.75588
458.0	0.277508	0.411311	0.133802	0.935345
459.0	0.587397	0.70476	0.117363	0.821746
460.0	0.287447	0.696923	0.409476	0.762002
461.0	0.191746	0.255191	0.0634453	0.898154
462.0	0.22148	0.573934	0.352454	0.771945
463.0	0.543039	0.494773	0.0482664	0.977562
464.0	0.335057	0.558153	0.223095	0.910743
465.0	0.524659	0.965776	0.441117	0.638006
466.0	0.28582	0.213274	0.0725457	0.955837
467.0	0.349275	0.1216	0.227675	0.789252
468.0	0.30189	0.413382	0.111492	0.805167
469.0	0.382298	0.363221	0.0190772	0.777308
470.0	0.528623	0.287502	0.241121	0.792271
471.0	0.482419	0.519572	0.0371529	0.910276
472.0	0.182959	0.143068	0.0398912	0.888323
473.0	0.31804	0.54276	0.22472	0.741932
474.0	0.318018	-0.0227804	0.340798	0.779746
475.0	0.360824	-0.319115	0.679939	0.382776
476.0	0.113048	-0.192681	0.305729	0.802844
477.0	0.425686	0.386368	0.0393183	0.756316
478.0	0.482284	0.392945	0.0893389	0.82313
479.0	0.33598	0.413017	0.0770375	0.916023
480.0	0.435442	0.347489	0.0879528	0.937554
481.0	0.316904	0.198304	0.1186	0.794604
482.0	0.169729	0.191051	0.0213227	0.748205
483.0	0.0400778	-0.0561789	0.0962567	0.915033
484.0	0.541715	0.598517	0.0568022	0.894987
485.0	0.33164	0.62363	0.29199	0.749335
486.0	0.647617	0.55712	0.0904965	0.912766
487.0	0.00288206	-0.0205901	0.0234722	0.788613
488.0	0.428559	0.502645	0.0740863	0.761863
489.0	0.667574	0.486771	0.180803	0.849524
490.0	0.564992	0.488339	0.0766523	0.91359
491.0	0.6331	0.724795	0.0916951	0.792256
492.0	0.647033	0.783418	0.136385	0.874256
493.0	0.65109	1.12569	0.474605	0.625033
494.0	0.145568	0.289169	0.143601	0.866445
495.0	0.590404	0.664894	0.0744895	0.776277
496.0	0.0360604	0.339819	0.303759	0.754244
497.0	0.1567	0.295066	0.138365	0.835636
498.0	0.234187	0.441735	0.207548	0.848625
499.0	0.0387481	0.483922	0.445174	0.488964
500.0	0.484322	0.40019	0.084132	0.922794
501.0	0.611111	0.24651	0.364602	0.683948
502.0	0.346243	0.266066	0.0801771	0.929384
503.0	0.0873756	-0.0700787	0.157454	0.748773
504.0	0.231476	0.370791	0.139315	0.931218
505.0	0.222401	0.144931	0.07747	0.841339
506.0	0.35076	0.533652	0.182892	0.874683
507.0	0.3743	0.553543	0.179243	0.909068
508.0	0.410723	0.431258	0.0205351	0.97426
509.0	0.250181	0.0817769	0.168404	0.863414
510.0	0.0506937	0.204742	0.154048	0.893555
511.0	0.322741	0.666207	0.343466	0.699123
512.0	0.64504	0.449725	0.195315	0.80524
513.0	0.505273	0.79524	0.289968	0.787214
514.0	0.516002	0.305428	0.210573	0.739535
515.0	0.635455	0.989129	0.353675	0.633191
516.0	0.265644	0.127496	0.138147	0.819553
517.0	0.604119	0.887633	0.283514	0.778128
518.0	0.614913	0.666231	0.0513177	0.948374
519.0	0.438891	0.268425	0.170466	0.754936
520.0	0.659967	0.388108	0.271859	0.720359
521.0	0.216127	0.186193	0.0299343	0.922501
522.0	0.316849	0.2533	0.0635497	0.864782
523.0	0.573087	0.819838	0.246751	0.85511
524.0	0.216492	0.215963	0.000529048	0.822205
525.0	0.683106	0.537638	0.145467	0.920077
526.0	0.647541	0.335664	0.311877	0.859149
527.0	0.329999	-0.224382	0.554381	0.520354
528.0	0.0903603	-0.00388581	0.0942461	0.935305
529.0	0.198944	-0.393585	0.592529	0.503368
530.0	0.145678	0.0646696	0.0810084	0.820659
531.0	0.0858819	0.145066	0.059184	0.919007
532.0	0.670323	0.711231	0.0409079	0.904264
533.0	0.13714	0.272175	0.135034	0.829372
534.0	0.417487	0.349968	0.0675188	0.851216
535.0	0.0174109	0.434359	0.416948	0.601183
536.0	0.301272	0.506936	0.205664	0.716514
537.0	0.326805	-0.193351	0.520156	0.603602
538.0	0.121519	0.250761	0.129242	0.839968
539.0	0.658458	0.528028	0.13043	0.891854
540.0	0.22708	0.617286	0.390206	0.728967
541.0	0.027017	-0.0321458	0.0591628	0.859201
542.0	0.422906	0.563681	0.140774	0.778012
543.0	0.506228	0.303376	0.202852	0.882135
544.0	0.19555	0.26667	0.0711197	0.9648
545.0	0.176933	-0.193982	0.370915	0.758493
546.0	0.640814	0.615539	0.0252751	0.833618
547.0	0.0699165	0.134796	0.0648795	0.897033
548.0	0.111573	0.176013	0.0644403	0.892194
549.0	0.255253	0.398724	0.143471	0.932721
550.0	0.243	-0.0402671	0.283267	0.733205
551.0	0.669574	0.519548	0.150026	0.907846
552.0	0.0223068	-0.0432622	0.0655691	0.957484
553.0	0.402333	0.333314	0.0690186	0.826009
554.0	0.36416	0.422625	0.0584643	0.856598
555.0	0.348767	0.638268	0.289501	0.719702
556.0	0.531298	0.409768	0.12153	0.887049
557.0	0.232292	0.589327	0.357034	0.679155
558.0	0.152625	0.186756	0.0341315	0.806849
559.0	0.529056	0.280714	0.248343	0.815758
560.0	0.591898	0.350737	0.241162	0.773306
561.0	0.363308	0.496379	0.133071	0.896344
562.0	0.27137	0.506294	0.234924	0.870975
563.0	0.180075	0.111769	0.0683065	0.95029
564.0	0.0481732	0.211337	0.163164	0.650804
565.0	0.549031	0.398663	0.150367	0.920758
