Ind_ID	PosInd_X	PosInd_Y	MutEffect	Region

8	4.68923	3.3356	0.660325	1
9	2.90974	24.5542	0.567618	1
15	2.20331	9.49235	0.570791	1
32	4.08533	19.5972	0.825295	1
55	4.97338	6.52539	-0.45354	1
56	0.184204	22.9625	0.149828	1
59	1.04682	2.73793	-0.483819	1
65	4.22079	17.7616	0.645821	1
67	1.04345	19.3204	0.305617	1
80	3.27364	0.139375	0.435866	1
82	4.17327	13.5759	0.335937	1
83	2.90066	5.09744	-0.161095	1
85	3.93464	23.6251	0.261798	1
86	2.33428	2.19166	-0.348164	1
93	4.60024	15.8215	0.0319453	1
96	2.03257	6.35968	0.696032	1
100	0.293124	7.18656	0.733856	1
101	1.05257	21.7524	1.34224	1
102	3.7601	11.755	0.249763	1
107	2.5315	3.72859	0.169948	1
114	2.40063	11.1339	-0.328383	1
124	2.95166	24.3576	0.148848	1
126	0.508179	4.74177	0.528796	1
127	1.27502	20.0073	0.286037	1
131	4.91621	8.72822	1.18648	1
133	3.14676	11.9327	0.925849	1
134	3.88048	24.897	-0.197291	1
138	1.72117	5.11285	-0.0498502	1
141	2.59098	11.2114	0.774731	1
148	4.6082	16.0326	0.179043	1
151	0.399357	0.896608	-0.269855	1
152	1.99434	1.30127	0.952063	1
157	4.70292	2.66114	0.644254	1
165	0.267534	11.1449	-0.246456	1
170	1.77149	6.9707	0.747293	1
181	2.62677	23.9483	0.454025	1
188	3.66545	11.0616	1.04316	1
190	0.780211	6.56562	-0.183565	1
194	0.91211	17.9864	0.727379	1
201	4.65258	16.6479	0.471445	1
205	4.90154	20.0488	-0.0528037	1
207	0.0137499	17.3363	-0.0804323	1
208	4.92192	15.4622	0.404434	1
215	3.3529	23.2376	0.0673697	1
231	1.25901	13.2328	0.689851	1
240	4.99422	2.09098	1.28588	1
243	3.81637	5.08861	-0.102192	1
250	3.25534	4.27521	-0.0887621	1
255	1.08921	23.477	0.430855	1
262	1.88884	23.1768	0.867365	1
263	4.09818	7.063	0.162679	1
267	2.43985	21.3764	0.996988	1
268	2.60105	7.27095	0.771783	1
269	4.83078	17.612	0.32045	1
274	3.16966	4.00945	-0.373564	1
275	4.84314	3.47871	0.449415	1
276	3.12527	1.57988	0.201472	1
279	1.80461	21.5616	-0.0488752	1
313	3.38436	16.8569	-0.0765407	1
314	0.17675	12.2166	0.00191049	1
315	3.28725	16.2306	-0.0618044	1
316	3.77966	9.27439	0.170619	1
318	1.0623	13.4525	0.312951	1
319	2.75104	13.5735	-0.376463	1
324	2.64713	12.8973	-0.0178303	1
325	0.737763	7.22124	-0.411518	1
341	2.03971	16.0536	0.61658	1
342	4.04341	14.3199	0.545064	1
351	3.92281	13.9339	1.0892	1
355	2.56504	3.29449	0.99731	1
363	1.81419	17.0146	0.616026	1
372	2.32235	9.00098	0.00959785	1
380	2.74569	9.86765	0.572577	1
385	2.89967	24.1653	0.440698	1
388	2.38504	0.889865	0.478365	1
390	3.22951	5.69873	-0.248826	1
394	1.82861	4.63381	1.32046	1
396	0.577238	8.62156	0.566929	1
397	2.2425	2.772	-0.0786176	1
398	0.641531	22.5615	0.246173	1
400	4.45206	8.64801	0.112052	1
404	4.51717	12.167	0.634522	1
409	1.77316	23.9737	1.01121	1
415	3.31067	13.637	-0.63943	1
416	3.46478	10.529	-0.194293	1
427	2.59219	18.0118	-0.265994	1
441	1.52754	16.0665	0.910479	1
442	2.17163	3.91007	0.90641	1
444	2.11814	5.44277	0.589703	1
452	3.0853	20.0165	0.153709	1
457	1.40617	2.91117	-0.304841	1
459	2.60672	3.48076	0.173579	1
460	3.86216	15.1108	0.0505064	1
464	2.37055	22.1309	1.01442	1
471	3.04704	10.7261	0.501586	1
