Region	Region	Fst

1.0	2.0	0.00219964
1.0	3.0	0.0857067
1.0	4.0	0.135059
1.0	5.0	0.252079
1.0	6.0	0.335051
1.0	7.0	0.352513
1.0	8.0	0.438862
1.0	9.0	0.496627
1.0	10.0	0.530956
2.0	3.0	0.0589812
2.0	4.0	0.10285
2.0	5.0	0.215524
2.0	6.0	0.298549
2.0	7.0	0.318181
2.0	8.0	0.408902
2.0	9.0	0.469172
2.0	10.0	0.503418
3.0	4.0	0.0107975
3.0	5.0	0.0817215
3.0	6.0	0.152621
3.0	7.0	0.195714
3.0	8.0	0.3223
3.0	9.0	0.392912
3.0	10.0	0.430659
4.0	5.0	0.0318175
4.0	6.0	0.0897353
4.0	7.0	0.135189
4.0	8.0	0.273599
4.0	9.0	0.348568
4.0	10.0	0.389824
5.0	6.0	0.016612
5.0	7.0	0.0627539
5.0	8.0	0.214209
5.0	9.0	0.294427
5.0	10.0	0.340771
6.0	7.0	0.0312616
6.0	8.0	0.176192
6.0	9.0	0.256243
6.0	10.0	0.304708
7.0	8.0	0.0750252
7.0	9.0	0.140319
7.0	10.0	0.188642
8.0	9.0	0.0120242
8.0	10.0	0.0364758
9.0	10.0	0.00785936
