Ind_ID	PosInd_X	PosInd_Y	MutEffect	Region

2	4.67475	5.84719	0.532213	1
5	3.13767	1.34741	0.197689	1
6	7.59954	18.562	0.571709	1
9	4.7271	11.8492	-0.0782373	1
15	2.80548	8.62162	0.0598232	1
16	4.73795	17.6537	0.254955	1
24	3.37985	10.1035	-0.448122	1
28	7.81512	2.17244	-0.0275873	1
31	4.4575	9.58842	0.302392	1
33	6.02629	16.1529	-0.737865	1
34	3.48599	22.5192	-0.484211	1
35	3.88162	15.0308	0.0918577	1
36	1.97024	18.9328	-0.253453	1
38	6.21541	8.71964	-0.0557004	1
53	4.24092	6.90583	-0.0506578	1
54	6.27675	17.8618	-0.366183	1
56	2.43975	16.6362	-0.235799	1
59	5.16644	20.2886	-0.0709403	1
60	4.409	16.0782	0.27112	1
61	5.7741	12.6176	0.106234	1
63	1.19427	14.885	0.439385	1
64	3.99593	15.2287	0.452901	1
66	4.08814	8.76797	0.0917255	1
70	7.54982	0.509413	0.457256	1
73	7.78219	4.87056	0.573084	1
77	3.58216	2.84912	-0.0717765	1
79	6.16203	7.7478	-0.147727	1
82	4.50882	21.8269	0.328935	1
88	3.92658	13.0183	0.0276411	1
89	6.47434	18.8367	-0.316854	1
91	3.30823	13.9635	-0.385973	1
101	4.89805	17.4273	-0.720487	1
102	6.16483	15.7449	-0.153382	1
103	4.18953	2.45162	0.225195	1
104	3.87878	19.2183	-0.325617	1
110	1.66703	14.5297	0.774934	1
112	6.9516	7.26448	0.15209	1
116	8.30592	5.86921	-0.571928	1
120	3.05656	17.9676	-0.381019	1
125	5.39305	9.77718	0.11929	1
130	2.07448	12.2059	0.0895353	1
131	2.37569	20.8629	0.317992	1
134	8.02315	17.4968	0.200161	1
135	6.70555	9.87727	-0.0891376	1
141	5.93338	19.482	-0.181563	1
142	1.67493	21.5788	-0.100856	1
144	3.63166	16.8628	0.489861	1
153	2.5012	19.9477	0.914057	1
154	6.30987	16.0773	0.477349	1
156	5.86714	15.7632	0.335457	1
157	7.97749	0.845896	0.386016	1
159	1.70994	19.952	-0.207434	1
161	4.18694	9.3482	0.560745	1
164	3.76012	2.48022	0.266318	1
165	7.31079	10.2487	-0.0883353	1
166	0.74554	12.4625	0.827358	1
170	4.59188	11.421	-0.087352	1
174	3.97234	23.0471	-0.320235	1
175	7.01406	5.40423	0.215081	1
176	5.15042	19.6287	-0.239776	1
187	4.52795	10.9806	-0.127313	1
188	4.54188	13.9297	-0.413118	1
191	3.57074	18.1362	0.132212	1
193	1.59892	12.607	0.610128	1
195	6.5332	8.73044	0.375887	1
197	6.01881	22.7543	-0.356176	1
202	5.93094	20.0722	-0.22112	1
205	3.64447	6.32763	0.133452	1
206	5.53312	14.8064	-0.405982	1
207	2.18885	9.12231	-0.634791	1
208	2.88521	9.79589	0.746198	1
210	7.05141	3.9399	-0.327528	1
211	1.27495	13.0461	0.134511	1
212	4.36104	10.0462	-0.273552	1
219	5.68247	13.8262	0.339066	1
221	6.77249	8.95106	-0.252132	1
223	2.25063	7.2289	-0.234712	1
224	5.32395	23.0827	1.114	1
225	4.85754	17.9855	-0.229278	1
228	1.76915	10.4079	0.267083	1
239	6.79594	23.9129	0.25616	1
242	5.90194	9.27775	0.278599	1
243	3.92777	6.49037	-0.890606	1
244	1.98455	8.88748	-0.881734	1
248	4.13933	12.4685	0.0394614	1
256	1.02999	11.9288	-0.70029	1
257	4.09751	19.8841	-0.626363	1
258	4.8218	13.8901	-0.980933	1
263	4.82447	10.7651	0.299329	1
266	5.04834	19.2216	-0.573601	1
271	4.30195	21.6133	-0.478964	1
273	4.97383	8.31319	0.201609	1
286	3.51477	8.75167	-1.0435	1
292	3.98903	7.86269	0.313571	1
293	4.26061	6.61199	-0.126631	1
297	2.08732	11.5819	0.00826825	1
298	3.29479	11.1884	-0.307655	1
301	1.68877	12.7007	0.091221	1
305	6.82345	10.2718	-0.381271	1
306	3.01521	12.9442	-0.633141	1
307	3.36058	7.756	-0.396193	1
309	7.46283	1.5054	0.148889	1
310	0.478961	8.76995	0.725826	1
317	2.04638	7.82877	-0.209984	1
321	2.78454	18.2093	0.377932	1
322	1.9848	17.7617	0.331514	1
325	5.10974	11.1789	-0.19141	1
328	7.52618	1.52269	-0.242121	1
333	5.44722	17.4444	0.158418	1
335	2.28435	18.6804	-0.00796068	1
340	5.64656	6.106	0.821442	1
341	1.90218	12.5328	-0.324059	1
