Ind_ID	PosInd_X	PosInd_Y	PhenValue	Region

1	2.78481	2.63676	0.636079	1
13	3.94093	19.739	0.296043	1
14	0.455229	21.0893	0.479192	1
17	1.18387	1.05416	0.783951	1
21	5.29008	4.15245	0.416191	1
22	6.29865	0.0929369	0.191815	1
24	3.48835	12.5544	0.582424	1
25	3.00439	19.8341	0.464351	1
30	5.01327	20.6799	0.254913	1
33	5.45716	3.76537	0.21618	1
37	2.02949	11.4528	0.288721	1
38	2.64064	8.85988	0.158772	1
47	3.8179	7.26056	-0.0284904	1
53	3.97845	18.7117	0.267585	1
58	5.66058	23.5462	0.202618	1
62	5.84462	19.8697	0.70391	1
63	1.05171	0.0250431	0.451463	1
64	6.24689	20.5361	0.0430165	1
65	2.09479	17.6842	0.381204	1
70	0.839663	5.30914	-0.15882	1
75	1.85007	8.73015	0.242006	1
81	1.35912	23.8684	0.336277	1
85	6.49645	3.48772	0.76363	1
91	6.72138	11.4962	0.62129	1
93	0.301104	0.514595	0.573262	1
95	4.75039	24.5757	0.259479	1
98	0.61495	5.69479	0.444953	1
99	4.69793	9.81963	0.621647	1
101	7.60848	14.801	0.287211	1
107	5.85727	13.9083	0.215894	1
108	6.6165	21.1898	0.0957475	1
110	6.3004	18.3868	0.474805	1
111	7.75634	24.385	-0.0385992	1
117	2.48242	20.1018	0.656512	1
121	1.95316	19.4611	0.0031295	1
125	0.596547	1.20286	0.168971	1
126	7.96607	21.4772	1.15083	1
130	2.06012	17.3686	0.548779	1
135	4.55719	0.921854	0.692383	1
141	3.60783	16.219	0.499254	1
143	1.78947	10.8269	0.294579	1
148	2.31576	20.2742	0.517762	1
150	8.10282	10.3129	0.462507	1
153	6.96952	7.04277	0.882479	1
154	3.21815	7.6334	0.445511	1
157	8.16476	19.3168	0.296423	1
160	2.66012	7.86282	0.427474	1
161	2.34327	5.68645	1.16803	1
162	2.94455	21.0727	-0.0599444	1
163	5.10304	16.0892	0.354911	1
170	4.31462	4.60829	0.253509	1
172	2.42402	22.2073	0.402345	1
175	1.21099	3.29201	0.370722	1
179	4.61478	9.21941	0.108593	1
182	4.71201	10.0048	0.640985	1
186	7.75285	21.8253	0.705553	1
191	5.68644	5.84232	0.306583	1
193	3.28115	23.8763	0.170623	1
195	3.5086	21.8312	0.558414	1
197	6.5324	21.7876	0.0328279	1
198	4.8285	18.3348	0.426858	1
200	4.08831	24.7955	0.112237	1
202	7.25154	3.03741	0.732672	1
208	8.2412	6.73027	0.337768	1
209	5.63789	2.44846	0.25958	1
212	6.23828	9.87864	0.521334	1
216	6.90392	10.8276	0.497102	1
219	1.12253	22.0726	0.142958	1
220	7.67632	18.2378	0.668014	1
222	2.51946	6.53332	0.312873	1
227	5.57333	21.7317	0.282266	1
230	1.49595	17.5365	0.404225	1
231	0.109829	10.2578	-0.0558741	1
233	3.34446	12.6515	1.0937	1
234	2.84044	22.3824	0.341996	1
235	7.99762	13.7069	0.284741	1
237	5.84625	7.87067	0.176723	1
238	1.90422	19.0142	0.268065	1
245	5.26032	10.231	0.618016	1
247	0.231368	18.0408	0.925902	1
248	7.88379	3.71525	0.0949344	1
251	4.53168	6.11172	0.0546507	1
252	1.65271	19.1821	0.646603	1
260	7.20069	15.1615	0.243615	1
263	4.07662	15.854	0.371261	1
265	2.68945	7.48695	0.169898	1
267	4.83858	1.36934	0.658763	1
268	2.57255	18.6413	0.466378	1
271	8.30081	0.799304	-0.0674731	1
274	5.85546	2.24406	0.276277	1
275	2.96068	20.8208	0.494845	1
277	8.14307	13.0805	0.684602	1
278	0.809924	16.2233	0.95251	1
280	2.58949	12.0572	0.900219	1
287	6.36492	19.4205	0.557944	1
289	4.83695	1.81167	0.293999	1
291	6.93972	4.42276	0.217631	1
294	0.366477	1.2726	-0.15646	1
297	2.87519	21.4463	0.846163	1
300	0.775107	16.5906	0.474378	1
301	3.83895	24.287	0.564104	1
302	3.07671	21.9624	0.760756	1
304	7.28242	22.8865	0.651978	1
306	7.82046	0.489523	1.2791	1
318	6.11807	2.5492	0.9212	1
321	5.60755	14.6738	0.416491	1
325	7.18176	6.06462	0.035632	1
334	7.41562	16.8597	0.11348	1
342	0.967991	23.6695	0.557419	1
350	1.91584	1.52003	0.382943	1
356	1.52531	5.34677	1.03633	1
358	6.99125	7.24404	-0.20764	1
359	4.22053	16.8136	0.22017	1
361	6.13278	9.16204	0.20828	1
368	6.76756	19.5808	0.426252	1
371	3.49118	0.669902	0.110501	1
372	6.29382	5.86395	0.508492	1
374	5.26079	2.62405	0.188992	1
376	3.66429	8.22877	0.0727516	1
377	6.22537	12.3676	0.0095161	1
378	1.30959	19.0836	0.533919	1
380	5.43637	14.6893	0.382017	1
381	6.34481	3.46644	0.268408	1
382	1.90826	17.0132	0.335925	1
389	2.04049	2.29622	0.129266	1
396	6.22042	23.5802	0.0640004	1
402	6.26817	1.69847	0.397548	1
403	6.04142	1.33569	0.773152	1
404	2.62667	11.7138	0.279388	1
409	5.01216	12.7097	-0.0237957	1
411	1.86355	21.5864	-0.0242583	1
415	2.14426	15.491	-0.103739	1
417	1.63191	9.51945	-0.0943234	1
418	3.96537	10.8522	-0.00127458	1
421	4.40498	4.95889	0.164476	1
423	4.99271	7.19833	0.499232	1
425	3.62627	16.2737	0.37008	1
430	6.61865	12.0944	-0.0290295	1
431	0.3387	2.94368	0.00488214	1
432	5.22881	7.69802	0.395754	1
440	0.176029	9.17229	0.435597	1
441	4.85436	8.54408	0.649879	1
442	1.52222	11.486	0.105886	1
453	1.30738	12.837	0.756982	1
456	5.57524	3.91207	0.247932	1
457	7.77393	18.5178	1.16913	1
459	3.42439	2.78886	0.968846	1
463	7.44509	6.45993	-0.249491	1
466	8.13371	11.7151	-0.422006	1
467	7.35553	22.9061	0.324096	1
471	1.54379	8.24569	0.508459	1
472	3.90816	9.0005	0.24644	1
477	1.91019	8.57847	0.788747	1
480	3.79257	17.6213	0.580263	1
482	5.83618	17.2877	0.996307	1
483	1.05467	18.5582	0.271168	1
484	4.99735	13.158	0.906435	1
489	7.72572	1.26175	0.354469	1
491	4.95022	15.9455	0.258896	1
495	8.05837	18.2539	-0.562019	1
496	7.39108	15.3641	-0.0319647	1
498	3.31739	2.59907	0.448334	1
505	2.96208	14.6912	0.134691	1
509	3.0932	1.94184	0.938375	1
511	1.73468	12.5213	0.235753	1
