Ind_ID	PosInd_X	PosInd_Y	PhenValue	Region

14	0.455229	21.0893	0.479192	1
17	1.18387	1.05416	0.783951	1
37	2.02949	11.4528	0.288721	1
63	1.05171	0.0250431	0.451463	1
65	2.09479	17.6842	0.381204	1
70	0.839663	5.30914	-0.15882	1
75	1.85007	8.73015	0.242006	1
81	1.35912	23.8684	0.336277	1
93	0.301104	0.514595	0.573262	1
98	0.61495	5.69479	0.444953	1
117	2.48242	20.1018	0.656512	1
121	1.95316	19.4611	0.0031295	1
125	0.596547	1.20286	0.168971	1
130	2.06012	17.3686	0.548779	1
143	1.78947	10.8269	0.294579	1
148	2.31576	20.2742	0.517762	1
161	2.34327	5.68645	1.16803	1
172	2.42402	22.2073	0.402345	1
175	1.21099	3.29201	0.370722	1
219	1.12253	22.0726	0.142958	1
230	1.49595	17.5365	0.404225	1
231	0.109829	10.2578	-0.0558741	1
238	1.90422	19.0142	0.268065	1
247	0.231368	18.0408	0.925902	1
252	1.65271	19.1821	0.646603	1
278	0.809924	16.2233	0.95251	1
294	0.366477	1.2726	-0.15646	1
300	0.775107	16.5906	0.474378	1
342	0.967991	23.6695	0.557419	1
350	1.91584	1.52003	0.382943	1
356	1.52531	5.34677	1.03633	1
378	1.30959	19.0836	0.533919	1
382	1.90826	17.0132	0.335925	1
389	2.04049	2.29622	0.129266	1
411	1.86355	21.5864	-0.0242583	1
415	2.14426	15.491	-0.103739	1
417	1.63191	9.51945	-0.0943234	1
431	0.3387	2.94368	0.00488214	1
440	0.176029	9.17229	0.435597	1
442	1.52222	11.486	0.105886	1
453	1.30738	12.837	0.756982	1
471	1.54379	8.24569	0.508459	1
477	1.91019	8.57847	0.788747	1
483	1.05467	18.5582	0.271168	1
511	1.73468	12.5213	0.235753	1
512	2.17068	1.69593	0.831869	1
513	1.58306	17.2966	0.336381	1
514	1.65032	1.73384	-0.153606	1
528	2.4501	5.97991	0.379839	1
536	1.0124	13.8296	0.396131	1
543	0.138422	0.169769	0.765377	1
546	2.49783	21.537	0.179238	1
587	2.30982	14.318	0.0844892	1
592	0.159095	15.2358	0.413219	1
608	1.17075	14.6484	0.834786	1
610	1.79925	24.7801	0.114718	1
613	2.24666	12.3614	0.894191	1
616	1.1734	20.1471	0.128521	1
621	0.476966	19.0281	0.554387	1
623	1.22515	3.91577	0.241387	1
635	1.52946	8.98425	0.461284	1
652	0.0264969	4.73056	0.455033	1
670	0.161016	21.569	0.805366	1
671	1.13181	21.7335	0.6279	1
672	2.46892	9.43883	0.585385	1
684	2.2845	0.0637822	0.707581	1
688	1.78521	15.21	0.538896	1
690	0.415429	9.75855	0.740617	1
707	1.34806	8.94581	0.381121	1
711	1.81095	20.7249	0.572445	1
715	0.520943	16.213	-0.100495	1
725	0.0388149	2.97193	0.301865	1
733	2.02432	1.59311	0.327055	1
