Ind_ID	PosInd_X	PosInd_Y	PhenValue	Region

6	2.63234	3.4585	0.687884	1
19	2.04515	1.4562	0.0227052	1
20	2.64096	20.0144	0.779006	1
24	5.50966	10.9608	0.878261	1
25	0.830763	12.1824	0.995424	1
26	3.19401	19.3036	0.51958	1
29	1.63777	6.39039	0.390201	1
32	1.38973	17.6916	1.09387	1
35	6.70934	21.0382	0.985742	1
36	0.430799	12.3363	0.677243	1
39	6.45878	15.9737	0.598895	1
41	1.77885	3.64653	0.392416	1
49	0.318106	14.8876	0.697758	1
54	5.61941	1.72701	-0.00829165	1
56	5.48008	21.8408	0.731406	1
57	7.20534	23.5443	0.725965	1
62	2.36601	24.8306	0.913871	1
63	4.75921	10.8872	0.315438	1
64	0.0393785	11.658	0.841813	1
66	0.777183	3.19941	0.150705	1
73	1.04794	2.78829	0.542398	1
74	5.3935	22.1692	0.449338	1
76	6.98205	24.9231	0.556838	1
77	3.31318	18.5005	0.40715	1
78	5.8971	9.35404	0.185596	1
80	5.81083	18.7406	0.274907	1
83	5.72934	17.7665	0.199827	1
89	3.90301	11.3334	0.286308	1
90	0.193364	17.0121	0.284481	1
93	8.28691	19.3092	0.853474	1
94	2.56707	4.27745	0.298306	1
97	0.107574	22.3219	-0.0647299	1
98	7.10821	5.20794	0.803059	1
99	8.0889	17.7147	0.420094	1
100	5.74866	21.0633	0.312017	1
106	5.79763	3.67184	0.307795	1
109	7.22244	15.3563	0.781459	1
110	7.40901	20.2614	0.254238	1
114	7.11811	8.75706	0.30724	1
115	0.87103	19.882	0.503081	1
116	5.74975	3.66881	0.13678	1
117	4.47986	5.08422	0.345661	1
118	6.20359	1.73687	0.0551127	1
120	7.39918	3.92897	0.173769	1
122	5.34512	9.4237	0.293072	1
126	2.52922	20.9416	-0.310544	1
127	2.96871	4.48123	1.20199	1
128	3.17255	23.6588	1.00176	1
130	3.03286	22.3681	-0.0512753	1
131	8.15512	0.122989	1.08593	1
133	5.35862	16.1405	0.888794	1
136	0.188808	21.9605	0.560873	1
144	6.21308	22.9202	1.04208	1
152	0.518079	2.03346	0.55005	1
153	0.819366	4.01748	0.186259	1
154	1.63985	24.7555	0.501064	1
155	5.12715	24.2604	0.30125	1
165	8.29977	13.4517	0.854855	1
166	2.35826	23.8637	-0.152457	1
169	7.70197	8.61656	0.709066	1
170	4.50998	24.5208	0.158914	1
178	3.02278	11.0574	-0.000839938	1
182	1.31526	21.8913	0.5364	1
186	4.82358	17.808	1.21981	1
188	3.12181	4.50085	0.0789985	1
195	4.35855	9.09501	0.377513	1
196	8.18502	3.57593	0.508293	1
203	7.1879	3.16142	0.283414	1
205	0.12745	1.9717	1.21819	1
211	8.17536	5.34644	0.249775	1
214	0.346013	18.9949	0.338101	1
216	3.18174	7.07082	1.25498	1
222	3.14674	19.7317	0.492324	1
227	6.68971	6.02907	0.0582638	1
231	4.86342	7.19616	1.0589	1
233	0.112899	16.8157	0.0283978	1
235	6.46931	9.60038	0.171685	1
237	4.63845	13.7394	0.0414521	1
240	6.19769	14.4995	1.07097	1
243	6.54587	8.68224	0.479746	1
244	5.45807	10.3126	0.576968	1
247	1.09227	12.6407	0.568606	1
248	4.26298	24.168	0.403387	1
254	7.61712	23.8369	0.998233	1
259	4.43564	19.8113	0.81002	1
261	5.33022	2.11341	0.312767	1
264	3.16326	16.8197	0.680857	1
268	1.19212	24.9325	-0.297199	1
269	2.4008	21.5398	0.339723	1
270	5.90705	0.237701	0.362359	1
272	3.2147	17.4641	0.743111	1
278	3.39992	0.344722	0.723779	1
281	6.27401	12.3784	0.722356	1
283	0.434605	7.52562	0.896552	1
284	6.21267	17.3626	0.466887	1
288	7.95103	6.17515	0.347776	1
289	6.8871	20.1462	0.840383	1
290	0.166626	3.11484	0.6911	1
292	0.875622	17.1122	0.186588	1
293	6.42167	11.7645	0.800074	1
294	3.53074	18.8245	0.46357	1
295	1.7066	11.8311	0.0101224	1
296	7.11421	16.5842	0.903195	1
297	8.25584	1.85245	0.43102	1
300	2.0469	11.4934	0.758318	1
303	6.77543	23.0491	-0.812015	1
304	5.29758	22.3764	0.83424	1
312	8.19391	8.05607	0.574682	1
313	6.38429	19.7475	0.797482	1
316	4.31554	4.47925	0.789688	1
320	2.65529	20.0024	0.539775	1
325	4.59423	18.5041	0.592762	1
331	6.07502	13.7602	0.548134	1
333	3.84651	13.8139	-0.0413094	1
334	3.06467	5.88631	0.820046	1
339	4.86446	22.1919	0.472929	1
342	8.13592	22.7652	1.20574	1
343	1.56011	21.245	1.0848	1
