Ind_ID	PosInd_X	PosInd_Y	PhenValue	Region
1344	1.74203	0.439139	0.173471	1
1354	0.399795	8.90477	-0.388865	1
1355	0.220286	12.3827	1.13237	1
1358	0.382837	12.8921	0.742912	1
1361	2.10257	9.41011	0.557974	1
1367	1.25024	12.0474	0.552935	1
1369	1.70192	10.0051	0.89333	1
1375	1.50655	4.0862	-0.0780634	1
1383	1.63324	16.2937	0.461985	1
1389	0.575177	24.2409	-0.0940389	1
1406	0.0283397	13.681	1.14814	1
1410	1.12632	22.7925	0.761275	1
1411	2.22695	23.0861	0.596382	1
1412	1.16992	7.64574	0.280667	1
1413	0.493828	9.29241	0.869664	1
1419	0.468313	9.31418	1.01049	1
1425	2.19464	17.6718	0.361302	1
1426	1.71661	17.6119	0.798825	1
1428	1.11813	7.95838	0.29612	1
1460	0.16243	21.1843	0.454043	1
1480	1.54707	14.9146	0.588943	1
1482	0.778629	22.8737	0.697704	1
1483	1.26344	24.0879	1.31411	1
1492	2.38778	19.97	0.528629	1
1494	2.19729	18.3816	0.253562	1
1526	1.99847	18.6151	0.53518	1
1533	0.262973	13.5448	0.0868042	1
1539	1.00478	0.972515	0.498954	1
1552	0.81547	24.5318	0.688944	1
1564	1.09082	23.9152	1.07152	1
1571	1.50482	17.784	-0.039174	1
1573	1.79967	18.6283	1.38372	1
1620	0.931806	1.27162	0.914406	1
1621	1.09375	4.83415	1.03346	1
1623	2.16771	4.07832	0.623298	1
1634	0.783608	16.0083	0.529295	1
1635	1.9306	2.60121	0.740554	1
1636	2.48061	2.8764	0.807847	1
1647	1.27913	21.2635	-0.0785659	1
1662	1.94927	17.2644	0.447566	1
1663	1.85084	16.6146	0.481842	1
1666	1.91208	2.25681	0.175948	1
1670	2.12054	3.80863	0.519364	1
1681	1.27637	8.58035	-0.157123	1
1683	1.67914	14.9727	0.491487	1
1693	0.307985	4.22337	0.671785	1
1698	0.667198	10.3522	0.973758	1
1717	0.593065	22.2133	1.30441	1
1739	0.653352	12.6836	0.685324	1
1740	2.11113	11.0711	-0.0439086	1
1775	0.110256	4.91351	1.26398	1
1790	1.49627	18.8627	0.534428	1
1797	1.54864	20.4106	0.0177208	1
1809	1.04789	5.88439	0.200502	1
1810	2.21143	21.6878	0.56478	1
1814	2.23996	5.19268	0.191624	1
1843	1.81727	7.51135	1.009	1
1852	1.96424	8.63458	0.326743	1
1853	1.25141	8.87452	0.66012	1
1860	0.523602	22.4026	0.633306	1
1905	1.81593	19.6461	0.203138	1
1925	1.49655	6.27581	1.11332	1
1930	1.21495	14.5051	0.898415	1
1959	0.806055	19.5181	0.805481	1
1970	1.25994	21.3765	1.29993	1
1971	0.874627	13.1037	0.611971	1
1987	0.131312	24.7519	0.044148	1
1996	0.664446	3.32514	0.450508	1
1998	0.90881	17.0347	0.956909	1
2015	1.12039	23.7235	1.0699	1
2027	2.36425	9.37722	0.0390775	1
2051	0.0358281	19.9872	0.607705	1
2063	1.74653	16.9227	1.25232	1
2064	1.63387	17.6002	0.480546	1
2077	0.679372	18.0396	0.633053	1
2081	0.0185016	2.73845	-0.191354	1
2087	0.94184	13.4989	1.38401	1
2091	1.85626	19.3097	0.684507	1
2093	1.94038	8.17009	0.389856	1
2145	0.15745	13.7873	-0.325685	1
2157	2.32548	7.58016	0.18487	1
2160	0.0823507	5.03901	0.880662	1
2178	1.92732	13.8306	0.447797	1
2192	0.892701	11.02	0.384299	1
2196	2.37417	18.4186	0.333914	1
2203	0.494373	1.29464	0.378396	1
2237	0.00222079	6.9871	0.192586	1
2254	1.72817	19.6159	0.814666	1
2255	1.31188	18.384	0.750043	1
2258	1.25484	15.3592	0.620359	1
2273	0.459118	24.4527	0.419029	1
2285	1.449	22.3173	1.16326	1
2291	1.5086	7.14193	0.524414	1
2302	1.61438	10.2823	0.15772	1
2340	0.371713	12.8679	0.832066	1
2343	0.7267	8.27938	0.957782	1
2357	0.994703	2.07937	-0.000933429	1
2359	2.24081	6.42138	0.922502	1
2374	1.49997	23.6692	-0.148822	1
2386	0.431499	22.6903	0.31256	1
2387	1.58845	23.8724	1.1803	1
2388	1.17994	23.8081	-0.184779	1
2407	2.37391	0.453902	0.995579	1
2426	1.53057	10.3769	0.0662558	1
2436	1.8496	3.22732	1.3384	1
2441	0.212427	2.49339	0.897086	1
2474	2.30723	7.4608	0.515084	1
2477	0.956134	8.18869	0.801875	1
2487	1.7049	14.9695	0.899847	1
2492	0.573575	2.5579	0.640481	1
2504	0.782821	7.75537	0.654342	1
2507	0.937212	7.46293	-0.15643	1
2510	1.35748	13.7174	0.529365	1
2512	2.3513	5.27265	0.868163	1
2513	1.36244	5.30084	0.119125	1
2523	2.04724	24.6019	1.06043	1
