Ind_ID	PosInd_X	PosInd_Y	MutEffect	Region

31	2.40721	15.9456	0.38229	1
39	0.329038	11.1601	0.29429	1
43	2.25609	6.39667	0.00210832	1
44	1.21158	13.991	0.221832	1
47	0.0327012	6.10799	0.974559	1
54	1.19117	8.37045	0.3361	1
60	1.44253	8.84869	0.854117	1
98	0.546616	13.122	0.143203	1
128	0.155234	22.3905	0.08142	1
130	1.58438	4.69978	-0.494446	1
138	1.3479	12.6852	0.419445	1
143	2.20102	19.9553	0.143871	1
161	0.167846	19.4431	0.0286182	1
162	1.30446	21.5141	0.451059	1
171	0.474022	14.5114	0.129941	1
179	2.31904	7.26946	-0.0230102	1
180	0.757437	17.4874	0.895719	1
185	2.03622	1.28476	0.510245	1
187	0.617784	2.51862	1.0724	1
196	2.07274	24.4151	-0.72325	1
207	1.65123	15.746	-0.195526	1
213	2.00904	9.12813	1.14587	1
220	1.80359	9.49197	0.421057	1
223	0.660716	14.6657	0.784769	1
234	0.0325904	11.3568	-0.716277	1
236	1.40902	18.8323	1.06883	1
244	1.75703	4.52384	-0.674181	1
247	1.81508	23.5021	0.867123	1
249	1.93494	4.01026	0.757087	1
257	0.603355	23.9343	0.811637	1
262	0.492718	8.59701	0.231018	1
265	0.141735	7.75204	0.164589	1
271	1.06303	17.1495	-0.0395676	1
288	0.586723	8.75007	0.850654	1
310	0.437962	16.8161	0.537834	1
314	0.173743	5.73467	-0.0289309	1
325	0.649346	11.834	-0.293559	1
348	0.0795667	16.1145	0.483017	1
351	0.961709	19.879	-0.378059	1
375	1.97072	1.00287	0.0749605	1
385	0.497157	3.07405	-0.0455036	1
398	1.68676	15.6362	0.26693	1
410	1.57998	22.4274	0.281559	1
417	2.49893	22.261	0.0281589	1
433	1.72857	18.1235	0.568183	1
457	1.95913	3.3382	-0.134812	1
465	0.562011	0.00413286	0.699655	1
498	2.26961	5.05455	-0.314671	1
504	0.91856	3.55941	-0.43156	1
521	1.54469	9.34783	0.0959094	1
531	0.436074	18.1423	0.832689	1
543	2.12183	15.6068	-0.134416	1
552	1.96914	23.9721	1.16895	1
553	0.463943	1.97003	0.607379	1
555	0.247993	23.6718	0.039359	1
570	2.13712	23.1397	0.253219	1
582	0.675023	7.11476	0.671157	1
589	0.335842	12.6015	0.983412	1
605	0.847541	1.40015	0.491775	1
616	2.35208	14.4563	0.399468	1
625	2.32498	7.58347	-1.00931	1
631	1.38276	11.9292	-0.300285	1
639	1.70385	22.2193	0.898164	1
641	1.78563	12.9871	0.352063	1
643	1.38826	18.5919	-0.45401	1
647	0.260427	17.1761	0.257708	1
666	2.30608	1.54992	0.273615	1
683	1.28141	21.5406	0.707414	1
693	2.49446	12.3952	0.910779	1
694	1.7496	4.26126	0.313857	1
698	0.269396	10.9973	0.578729	1
710	0.453587	15.5042	0.555871	1
722	2.4761	21.9517	0.372272	1
724	1.33895	6.90472	0.141566	1
725	2.46305	20.1779	0.461489	1
738	2.14214	9.69733	0.24636	1
742	1.53589	6.33253	1.00103	1
747	0.477866	6.78701	0.000503982	1
751	2.40803	13.5687	0.717464	1
777	2.01737	0.516397	-0.418731	1
804	0.349412	20.6113	0.715121	1
805	1.97533	19.5614	-0.194925	1
808	0.420174	13.011	0.573738	1
814	0.85929	13.8824	0.954181	1
818	0.0450113	16.2722	0.941855	1
820	0.0192837	20.3506	0.60551	1
833	0.796421	9.64798	-0.265256	1
852	1.98604	13.9833	0.335232	1
861	1.42614	15.9011	-0.665862	1
877	0.717586	5.41402	0.788258	1
886	2.408	20.7154	-0.0315148	1
889	0.305796	4.42215	0.559834	1
893	0.0586828	18.4123	1.93006	1
909	2.4525	22.6305	0.157856	1
911	1.1482	12.0988	0.657489	1
918	0.853854	19.2682	0.749632	1
922	1.68548	21.4155	0.644169	1
931	0.997173	8.58555	0.0693609	1
935	0.754054	2.46285	1.69785	1
950	0.636531	13.8533	0.81111	1
951	0.00966999	12.1413	0.231569	1
982	0.283648	21.0083	0.0469644	1
1031	0.240161	16.4826	0.359579	1
1038	0.0240345	7.0272	0.291647	1
1066	0.156769	17.9624	0.0421772	1
1074	1.5484	11.4886	-0.792371	1
1082	0.540528	24.3058	0.220822	1
1083	1.18795	24.7107	0.262907	1
1085	0.026843	24.4783	1.04852	1
1100	0.763128	3.15234	-0.454102	1
1104	0.481094	7.77747	0.16477	1
1107	1.05566	11.2813	-0.242838	1
1110	0.221653	0.276325	0.195116	1
1145	1.1347	21.6931	0.50311	1
1149	0.346126	18.852	0.0285169	1
1158	2.49809	4.62272	0.416493	1
1162	2.43049	17.1994	-0.135553	1
1164	0.509973	12.8846	0.944887	1
1168	1.98539	10.8193	-0.280141	1
1175	0.940939	14.338	-0.248842	1
1177	0.0125004	23.5338	-0.252695	1
1185	1.15233	19.3275	0.0668498	1
1193	0.698938	22.6286	0.0470191	1
1219	2.47773	5.8618	-0.641504	1
1220	0.850622	24.5698	-0.269567	1
1223	2.2749	18.4681	0.232674	1
1231	1.93765	15.0793	0.447595	1
1243	1.06445	15.679	-0.161564	1
1252	1.90666	9.67644	-0.399853	1
1255	0.495952	12.6573	1.56931	1
1257	0.172564	16.2425	-0.0480176	1
1273	0.790167	20.3977	0.391102	1
1282	2.09342	1.5311	1.20573	1
1283	1.42094	6.88493	0.529629	1
1287	2.01742	2.70875	0.815986	1
1296	2.07364	24.9675	0.836063	1
1303	2.13463	16.3304	0.582633	1
1325	0.657601	6.70962	-1.00288	1
1329	1.87912	3.81406	0.530327	1
1333	2.15955	4.17541	1.17794	1
1351	0.240557	9.57909	0.634397	1
1357	0.632946	2.96491	1.21327	1
1374	1.96156	20.2602	0.573999	1
1379	1.15286	6.19501	0.427229	1
1380	0.251762	5.01953	-0.0732691	1
1383	0.831617	9.84743	-0.018234	1
1388	1.78521	4.18819	-0.537017	1
1408	1.96109	10.4257	0.698449	1
1420	2.11095	12.9438	0.0998213	1
1442	2.09826	8.12325	0.0379505	1
1459	0.726459	15.7643	0.00425095	1
1496	0.409269	0.25188	0.573923	1
1535	0.922999	3.86476	-0.345621	1
1543	0.96257	12.5062	-0.00164589	1
1553	0.596353	2.33069	0.880352	1
1554	0.124913	19.6224	0.331421	1
1566	0.853452	4.96693	-0.305604	1
1567	1.3363	2.03384	-0.291028	1
1574	0.535819	2.53429	0.551209	1
1578	1.72673	16.1323	0.421727	1
1587	1.63353	7.60045	-0.541894	1
1601	0.296584	5.66796	0.505254	1
1607	1.31425	0.575103	-0.254611	1
1615	1.85054	8.44724	0.275535	1
1617	0.0168139	2.09658	0.35079	1
1618	0.338417	14.0748	0.553367	1
1624	1.17316	18.5257	0.915424	1
1627	0.205157	23.4452	-0.760011	1
1649	1.62768	13.8142	0.643614	1
1651	0.0644463	22.0806	0.347583	1
1657	0.840351	4.03807	-0.112747	1
1686	0.435577	15.5723	0.876623	1
1736	2.47469	23.8763	0.166096	1
1766	1.49758	23.4666	0.595895	1
1770	2.46868	13.3735	0.0115618	1
1785	0.190212	6.59037	0.246095	1
1795	1.15907	19.4926	-0.251835	1
1803	1.25415	20.4261	0.0632221	1
1808	0.76505	24.4946	1.73422	1
1843	0.701049	21.2403	0.733119	1
1849	0.882538	0.411429	-0.113147	1
1852	2.36641	2.37411	0.498736	1
1864	1.04615	3.64073	0.747472	1
1894	0.482313	23.8812	-0.843764	1
1920	1.01196	2.51827	0.655596	1
1924	0.344243	2.88265	0.196228	1
1933	1.00026	7.89356	0.145512	1
1943	1.58758	11.1573	-0.00183151	1
1944	1.6643	2.75082	0.659837	1
1945	1.12198	23.1554	0.621459	1
1948	0.359973	22.3047	0.9297	1
1979	2.00382	7.67006	-0.603094	1
2003	1.83282	1.15546	0.740073	1
2008	1.38581	4.38365	1.16618	1
2014	0.32354	2.04994	-1.37485	1
2016	1.31013	10.4905	1.3211	1
2025	1.89333	21.0323	0.211091	1
2049	1.44734	2.66988	0.0319776	1
2052	1.00458	10.5139	0.383206	1
2072	2.17985	14.087	0.972712	1
2077	0.926505	11.0306	-0.178245	1
2084	0.0242428	10.7672	0.073697	1
2089	2.44284	5.92065	0.326017	1
2090	0.484159	8.27948	0.136904	1
2114	0.866599	2.00019	0.711901	1
2115	0.790591	10.5524	-0.052558	1
2117	0.592361	1.73376	-0.695778	1
2121	0.0735551	20.8191	1.34357	1
2133	1.04447	13.271	0.334465	1
2141	2.43983	10.5431	-0.425241	1
2154	1.38753	1.51214	-0.212981	1
2170	0.939562	7.24729	-0.402048	1
2192	1.06508	10.1319	-0.167324	1
2201	0.662324	9.98789	-0.603017	1
2202	2.46503	0.282241	0.79469	1
2224	1.10072	12.6688	0.992985	1
2225	0.0955114	13.4262	0.790974	1
2241	0.220874	6.89737	1.15164	1
2250	0.936163	5.26206	0.118036	1
2254	1.60775	4.19994	0.62304	1
2259	1.17393	12.1801	-0.384874	1
2275	1.58876	4.37633	0.125933	1
2280	1.71123	13.6018	2.42745	1
2283	1.65198	6.95977	0.723325	1
2289	1.35432	6.79248	0.517526	1
2296	0.731171	15.278	0.76486	1
2299	0.766145	4.69433	0.691178	1
2304	1.78644	9.77126	0.378398	1
2310	0.388399	18.7131	0.0501652	1
2311	1.8216	0.542543	0.426347	1
2313	2.03023	17.1172	0.441841	1
2314	1.5462	11.9555	0.605356	1
2319	1.80859	12.9045	-0.0708851	1
2327	2.31219	8.28544	0.614918	1
2335	0.648887	13.8617	0.644966	1
2337	1.05681	8.93753	0.548689	1
2351	2.34521	0.303616	0.900439	1
2376	0.693152	10.2984	0.457769	1
2385	0.688745	19.823	0.149404	1
2393	0.535208	13.8476	0.315861	1
2410	1.06894	24.9264	1.05251	1
2429	0.559781	22.7003	-0.123909	1
2436	0.236258	0.896756	0.00175883	1
2462	1.27894	22.7608	1.05073	1
2471	0.209756	8.44333	0.481335	1
2481	1.83534	16.2306	0.262113	1
2498	1.85158	11.0036	1.12685	1
2524	1.90645	17.622	0.323015	1
2525	0.872529	7.26848	0.553079	1
2555	0.932621	7.33218	0.1932	1
2568	0.143317	8.62966	-0.311197	1
2574	1.52865	8.55187	0.639272	1
2590	0.541459	11.3665	0.00320544	1
2616	1.8371	5.35648	0.263778	1
2635	0.747126	24.6602	0.501009	1
2646	1.38403	2.26996	0.562572	1
2658	0.713708	8.16767	0.46952	1
2671	1.41975	7.37291	-0.307331	1
2677	2.11572	10.8718	-0.307984	1
2689	1.93707	19.4338	-0.409598	1
2700	2.0728	19.6016	1.43995	1
2701	2.20825	5.03002	0.390579	1
2729	2.22008	9.35369	0.494863	1
2737	2.32562	16.7052	1.37258	1
2746	0.551943	10.4926	0.792383	1
2755	0.889043	12.7319	0.110359	1
2760	0.572602	11.5532	0.467358	1
2768	1.84277	2.31853	-0.0128361	1
2770	0.891921	19.5478	0.482314	1
2787	0.140034	1.40417	0.661212	1
2788	1.58758	22.8507	0.539325	1
2790	1.75268	19.3659	0.500966	1
2800	0.448655	21.2537	0.785337	1
2819	1.77084	6.85443	1.10514	1
2823	1.92762	5.69083	-0.368195	1
2830	1.32195	20.8335	-0.0598112	1
2832	1.89075	22.3732	0.716853	1
2869	1.09335	13.1681	0.397485	1
2892	2.48992	14.3669	-0.620315	1
2907	1.7577	16.9201	-0.653891	1
2923	2.49668	9.48138	-0.137042	1
2924	1.72174	9.13182	1.23073	1
2947	2.44591	7.36837	0.260792	1
2972	0.93223	10.5041	0.574269	1
2975	1.38549	24.8998	0.362441	1
2991	0.925979	23.5065	0.140112	1
3025	2.26032	21.1645	0.0703035	1
3040	1.22801	13.0854	0.94908	1
3049	2.23096	14.4225	0.107806	1
3061	1.75048	5.44076	0.818586	1
3062	2.36645	4.93569	-0.2121	1
3077	1.38247	18.5576	0.442382	1
3087	2.25161	22.4163	-0.0201731	1
3088	0.457652	18.9996	0.522347	1
3090	0.56304	17.6261	-0.296219	1
3117	2.39851	21.8085	-0.0169634	1
