Ind_ID	PosInd_X	PosInd_Y	MutEffect	Region

1	0.696655	4.59773	0.985266	1
14	5.51196	12.3272	0.161319	1
15	3.60645	12.4451	0.813822	1
16	6.50234	4.57864	1.06882	1
17	2.35039	22.339	0.836283	1
21	6.95153	2.49395	0.401718	1
22	4.98744	6.76494	0.961323	1
23	7.96488	8.5634	0.456891	1
24	8.22168	8.24931	-0.069111	1
25	2.89309	8.47011	0.266019	1
27	3.49279	24.0964	0.916904	1
28	1.11922	10.3435	0.599023	1
30	2.61335	20.6983	0.748148	1
31	4.11317	17.9544	0.985587	1
32	3.75209	20.5797	-0.169702	1
33	2.56682	6.08669	0.606747	1
36	4.86572	9.67512	0.712909	1
37	6.72539	3.26772	0.636279	1
41	0.468609	3.56748	0.357703	1
43	4.07727	18.7575	-0.426799	1
54	1.69365	10.134	0.391953	1
61	7.06298	4.73281	0.956541	1
64	6.35027	9.04203	0.213511	1
65	1.71469	19.6734	0.144116	1
66	3.12926	12.7512	0.594811	1
67	1.98683	10.5674	0.130269	1
68	3.62766	3.4967	0.399313	1
70	2.06045	20.2117	0.235444	1
73	0.641891	21.5315	0.0537435	1
74	1.27921	10.0493	0.0973542	1
77	3.19845	9.74586	1.00397	1
81	2.66902	9.72773	-0.225554	1
87	1.54141	11.4904	-0.0385885	1
90	4.79673	19.0717	0.802059	1
96	0.986083	1.08237	-1.16002	1
97	3.93129	14.1773	0.336264	1
103	7.20427	9.91334	0.951763	1
114	5.38949	16.2529	0.511631	1
116	7.05306	20.1494	0.770501	1
120	2.68982	13.268	-0.593579	1
122	1.93628	23.6777	0.267932	1
126	4.62219	17.5878	1.16681	1
131	1.97033	8.41642	-0.00409436	1
132	4.82038	2.57624	0.644317	1
135	5.27649	24.7322	0.221054	1
136	7.68546	16.5393	0.579216	1
138	7.76602	13.3157	-0.665437	1
141	4.56747	13.1892	0.305542	1
143	1.69938	6.65847	0.962283	1
147	6.17122	15.4869	-0.600919	1
148	0.0265798	22.6286	-0.190077	1
153	1.08847	0.539395	-0.0926901	1
159	5.48005	18.8066	1.05281	1
164	3.07272	11.7304	0.324733	1
172	5.35942	13.7179	0.0897548	1
176	6.25011	2.96092	0.058229	1
183	6.96783	14.777	0.437566	1
186	2.90498	18.3464	0.339766	1
190	6.07985	24.2527	0.9977	1
191	2.97923	17.7929	0.783351	1
194	2.52328	14.4899	0.0972371	1
195	3.77329	23.9387	-0.0307451	1
200	5.63532	1.76184	-0.609771	1
204	0.606407	4.42247	1.07781	1
205	4.2537	17.6574	-0.252155	1
210	7.29158	16.2653	0.68331	1
211	0.0650606	22.0537	1.11912	1
214	3.1338	23.3793	-0.527621	1
216	0.397586	19.7541	1.229	1
218	7.16343	2.08884	-0.347692	1
219	4.56202	14.8401	0.0465985	1
221	4.59241	12.3509	0.356375	1
222	7.58623	23.9976	-0.538331	1
224	7.38089	4.84133	-0.464092	1
228	0.113933	14.9418	0.207832	1
231	6.75078	22.6254	1.01486	1
232	2.33597	15.9419	0.379991	1
237	4.69062	21.2279	0.22736	1
238	8.11837	20.0778	0.409427	1
239	7.48182	23.2467	0.929868	1
243	2.42414	24.8363	0.180864	1
246	6.1011	7.82894	-0.230443	1
247	8.04455	17.1642	0.41975	1
248	1.72846	22.0143	-0.856449	1
256	6.19968	9.57973	0.387034	1
258	7.60841	13.4991	-0.248376	1
261	4.13889	16.4462	0.856151	1
262	4.15204	11.5226	0.282627	1
267	3.82592	24.9952	0.9251	1
270	7.60307	10.4943	-0.0854065	1
271	6.01415	21.7208	1.08584	1
274	1.42588	16.9549	0.879675	1
275	5.40395	9.22794	-0.0108711	1
276	2.99247	12.5674	-0.204316	1
279	5.68475	2.22208	0.856124	1
288	7.33024	6.89574	0.823054	1
289	2.25755	6.06072	0.583029	1
292	7.2709	6.29913	-0.753316	1
298	2.99664	17.7773	0.507507	1
304	4.81971	22.3043	0.441887	1
308	4.2398	10.5579	1.18202	1
313	5.3375	8.738	0.465498	1
314	4.29932	14.1981	-0.0718176	1
322	6.62172	14.6887	0.44432	1
324	3.53785	24.1195	0.707225	1
327	4.26507	8.31615	-0.0157661	1
332	8.1475	9.06935	0.83921	1
334	3.82333	24.2542	1.43506	1
341	7.52222	0.673379	-0.570517	1
342	4.89704	2.36192	-0.660863	1
345	2.0294	7.18204	0.113202	1
346	5.58729	4.78398	0.7766	1
348	5.85099	10.1279	-0.909342	1
349	6.71736	8.98166	0.365726	1
352	1.48685	22.2121	-0.587967	1
353	7.49927	9.16646	0.646164	1
355	6.30674	20.019	0.0679327	1
356	0.998548	10.2438	0.862856	1
359	0.650855	3.47965	-0.868594	1
371	2.57813	23.1374	-0.695686	1
381	1.82239	10.6832	0.0951315	1
384	7.42053	1.81607	0.496901	1
385	1.73956	7.73281	0.257702	1
388	7.83048	17.706	0.943789	1
392	3.03149	20.004	0.585204	1
395	5.48726	7.76979	0.732975	1
402	5.81866	4.57073	-0.414926	1
409	6.11834	19.8616	1.11868	1
413	1.03838	16.2481	0.669875	1
416	4.62967	10.4651	1.07614	1
423	2.67074	11.0686	-0.291576	1
427	0.0803051	15.2821	0.46716	1
432	3.62597	4.98358	-0.284913	1
435	6.46815	8.54349	0.516318	1
441	4.02396	3.44647	-0.432415	1
442	7.07808	2.02406	0.0959132	1
444	6.93549	13.0275	-0.235483	1
448	5.54376	15.1925	0.159166	1
450	1.90033	6.52094	0.738677	1
452	5.85949	10.8054	0.91539	1
459	3.41886	10.9428	0.452588	1
462	5.42077	17.2947	1.09001	1
463	2.88925	16.7286	0.199292	1
465	2.49113	11.5027	0.214425	1
477	1.26818	14.0208	0.839403	1
481	3.39742	16.7847	-0.375358	1
483	4.45769	22.5866	0.0465094	1
487	3.27429	2.37668	0.43871	1
488	3.50871	15.0509	0.320837	1
490	3.47253	24.7436	-0.414971	1
492	4.22256	13.9525	0.599251	1
494	6.96274	23.6157	0.665832	1
499	0.261031	8.7603	0.170753	1
505	4.90211	21.8707	1.05861	1
506	5.70245	12.0828	0.561956	1
508	6.38012	0.701203	0.652875	1
510	0.333862	14.2314	0.236945	1
513	7.97062	18.2084	0.847681	1
516	1.42798	11.7609	-0.877119	1
520	0.320902	0.00681961	0.506476	1
522	4.84397	13.0058	1.32917	1
527	4.99047	1.17936	0.46063	1
528	6.63891	4.06584	0.621491	1
529	7.50233	11.2198	0.558061	1
530	1.58745	5.32147	0.742358	1
534	6.29529	10.7408	0.470921	1
535	6.95615	7.94926	0.603543	1
539	6.85102	7.93828	0.0939162	1
540	4.83087	9.95935	-0.569956	1
542	6.29946	13.6859	0.739065	1
547	8.04023	1.448	1.10723	1
548	6.79101	20.8401	1.12456	1
549	5.73258	9.76879	0.154278	1
550	2.9888	7.5433	0.0994996	1
552	1.21185	6.56194	0.610534	1
554	0.980805	13.465	-0.191487	1
558	3.824	8.12478	0.974579	1
559	3.08053	9.60749	1.04673	1
560	5.54753	12.5083	0.0333649	1
563	6.79266	15.1257	0.287539	1
565	3.58622	2.28598	0.653068	1
573	7.83913	13.4424	0.245824	1
574	8.21299	6.34407	0.293179	1
577	2.86716	5.45654	-0.0373826	1
578	6.12549	23.0489	0.735084	1
584	6.61987	3.5377	1.19148	1
587	3.32286	2.01299	0.0513425	1
588	3.08982	2.77984	0.784833	1
590	3.13149	19.9842	0.518445	1
597	3.21521	14.8489	1.46944	1
599	8.00442	19.8537	0.0576561	1
602	5.08593	3.05168	0.632523	1
607	2.30723	1.27914	-0.4189	1
615	1.06653	7.80629	0.587617	1
618	4.3199	22.2984	-0.0158017	1
