IND_ID	Opt	Phen	AbsErr	Fitness
151.0	0.408021	0.627078	0.219057	0.679205
152.0	0.485916	0.816192	0.330276	0.929754
153.0	0.918489	1.28777	0.369278	0.750547
154.0	0.875007	0.640568	0.234438	0.830939
155.0	0.454789	0.0940491	0.36074	0.926335
156.0	0.943345	0.904941	0.0384037	0.781416
157.0	0.0081143	0.115807	0.107693	0.793007
158.0	0.20377	0.2422	0.0384302	0.788325
159.0	0.221462	0.336178	0.114716	0.787597
160.0	0.539023	1.01699	0.477971	0.781569
161.0	0.707005	1.05731	0.350304	0.856161
162.0	0.521136	0.387361	0.133774	0.849056
163.0	0.661003	0.649552	0.0114507	0.721759
164.0	0.770191	0.538942	0.231249	0.756444
165.0	0.520745	-0.0114309	0.532176	0.913012
166.0	0.377931	0.619074	0.241143	0.790634
167.0	0.0685489	-0.0384818	0.107031	0.797437
168.0	0.243243	-0.00073158	0.243975	0.823862
169.0	0.286653	0.80475	0.518097	0.873926
170.0	0.305735	0.893253	0.587519	0.862912
171.0	0.880012	0.847356	0.0326562	0.742693
172.0	0.282971	0.60536	0.32239	0.740741
173.0	0.0850609	0.794611	0.70955	0.689405
174.0	0.464482	0.224473	0.240009	0.876962
175.0	0.939255	0.899644	0.039611	0.760122
176.0	0.584679	0.559619	0.0250597	0.795217
177.0	0.220233	0.604259	0.384027	0.758995
178.0	0.549862	0.517368	0.0324944	0.819599
179.0	0.43403	0.832347	0.398318	0.814065
180.0	0.849838	1.10452	0.254684	0.742728
181.0	0.635896	0.685199	0.0493031	0.918975
182.0	0.978279	0.399643	0.578636	0.740752
183.0	0.273043	0.196473	0.0765701	0.767159
184.0	0.952834	1.15178	0.198945	0.769199
185.0	0.39221	-0.00274669	0.394957	0.765407
186.0	0.037886	0.145375	0.107489	0.81827
187.0	0.891748	0.778643	0.113105	0.8904
188.0	0.890373	0.312498	0.577875	0.880461
189.0	0.179088	0.516478	0.337391	0.855026
190.0	0.652545	0.511877	0.140668	0.760694
191.0	0.412979	0.125087	0.287892	0.830808
192.0	0.930816	0.795486	0.13533	0.806302
193.0	0.257569	-0.0632231	0.320793	0.741614
194.0	0.646236	0.291486	0.35475	0.852997
