8	0.349298	1
10	-0.25323	1
13	0.350692	1
14	0.624781	1
23	-0.0785951	1
24	0.645004	1
28	0.21796	1
29	-0.302284	1
31	-0.297553	1
32	-0.622585	1
33	0.70263	1
34	0.241159	1
35	-0.281038	1
44	0.968691	1
46	-0.199439	1
53	0.551934	1
55	0.174045	1
56	-1.04296	1
58	0.589017	1
60	0.179224	1
65	0.2319	1
67	0.446697	1
68	0.699542	1
70	-0.267088	1
71	0.144453	1
73	0.587603	1
74	0.692432	1
82	-0.122381	1
85	0.586402	1
86	-0.554851	1
87	0.0459621	1
90	-0.305925	1
91	0.673113	1
94	-1.69132	1
97	-0.158308	1
99	0.14637	1
103	-0.667262	1
106	1.12548	1
108	0.00892661	1
110	0.0102297	1
114	-0.115942	1
117	0.678443	1
121	-0.621459	1
127	0.0462629	1
129	-0.558015	1
130	0.419246	1
139	0.367389	1
140	-0.0362288	1
142	-1.10291	1
146	0.166024	1
148	0.808383	1
149	0.203929	1
153	-0.339473	1
154	-0.545322	1
155	0.653501	1
158	0.250242	1
160	0.250419	1
161	-0.513298	1
164	-0.803769	1
170	-0.000356012	1
173	-0.848853	1
176	0.374309	1
179	0.292115	1
180	0.0840164	1
182	0.741235	1
186	0.738821	1
190	1.01928	1
192	-0.620444	1
193	0.784271	1
195	-0.191584	1
196	-0.686136	1
199	0.567129	1
201	0.349289	1
202	-0.0483118	1
205	-0.0493201	1
207	0.41613	1
210	1.02585	1
213	-0.705297	1
217	1.03596	1
222	0.213353	1
223	-0.219189	1
230	0.423284	1
233	0.330353	1
234	0.444779	1
236	-0.557166	1
237	0.359984	1
240	0.443844	1
242	0.417166	1
245	0.0153001	1
246	-0.0903756	1
251	-0.15502	1
252	0.138676	1
254	0.119413	1
255	-1.14036	1
256	0.217218	1
258	-0.4939	1
259	0.512372	1
268	-0.886603	1
279	0.732016	1
282	-0.368433	1
285	-0.0581519	1
290	-0.573669	1
292	0.197748	1
296	0.726816	1
299	0.114581	1
310	-0.106341	1
311	0.301022	1
315	-0.123079	1
316	0.165688	1
318	-0.523087	1
320	0.144021	1
321	0.455604	1
322	-0.223229	1
323	0.306932	1
328	0.0944447	1
331	0.337997	1
335	0.939191	1
