1.0	-0.00736142
1.0	-0.0140805
1.0	0.103523
1.0	-0.292379
1.0	-0.0511588
1.0	0.100918
1.0	-0.116857
1.0	0.0263648
1.0	0.0529268
1.0	-0.0690822
1.0	-0.125755
1.0	0.0075672
1.0	-0.0901167
1.0	0.00461752
1.0	0.0749287
1.0	-0.0625393
1.0	-0.131958
1.0	-0.263651
1.0	0.103597
1.0	-0.196988
1.0	-0.081796
1.0	-0.0304938
1.0	-0.152884
1.0	0.381647
1.0	-0.0648334
1.0	-0.0866801
1.0	0.0478614
1.0	0.120867
1.0	0.0185065
1.0	-0.0307649
1.0	0.205458
1.0	0.102922
1.0	0.176952
1.0	-0.174599
1.0	0.228406
1.0	0.0702858
1.0	-0.00617071
1.0	0.235816
1.0	0.0920483
1.0	-0.0036155
1.0	0.0215984
1.0	-0.037292
1.0	-0.0169357
1.0	-0.0119086
1.0	-0.0765754
1.0	0.16559
1.0	-0.00406569
1.0	-0.00123127
1.0	0.08072
1.0	-0.0410263
1.0	-0.0407951
1.0	0.154342
1.0	-0.0694559
1.0	-0.0451964
1.0	-0.0621115
1.0	0.00889361
1.0	0.183614
1.0	0.125192
1.0	0.0597154
1.0	-0.0780073
1.0	-0.0743785
1.0	-0.0959597
1.0	0.0826397
1.0	-0.0238877
1.0	-0.183463
1.0	0.106898
1.0	-0.135756
1.0	-0.0446571
1.0	0.129225
1.0	0.109252
1.0	-0.141823
1.0	-0.0206245
1.0	0.102916
1.0	0.0627122
1.0	0.00934644
1.0	0.0201633
1.0	-0.242272
1.0	-0.104041
1.0	-0.0564486
1.0	0.0357084
1.0	-0.0215265
1.0	0.0627728
1.0	0.147389
0.886256	-0.0639968
0.770142	0.0744178
0.574645	-0.081228
0.548183	-0.0160987
0.548183	0.0881464
0.545814	0.0895325
0.532385	-0.0912739
0.505134	-0.132137
0.459716	-0.0601886
0.360585	-0.0615795
0.351501	-0.145338
0.351501	-0.175648
0.351501	0.0622133
0.351501	0.279435
0.305292	0.00997402
0.277251	0.270807
0.277251	-0.271463
0.263428	0.149234
0.263428	-0.122549
0.185624	-0.120815
0.153633	0.117948
0.148499	-0.0480687
0.123223	0.0631829
0.121643	0.109258
0.121248	0.0689082
0.113744	-0.00350028
0.113744	-0.0786304
0.113744	0.0529517
0.101106	-0.230745
0.0829384	0.0991215
0.0722749	0.078496
0.0612164	-0.0406065
0.0612164	0.105025
0.0604265	-0.200394
0.056872	-0.0386205
0.0548973	-0.0149095
0.050158	-0.0937687
0.0489731	0.0326823
0.0446288	-0.261101
0.0442338	0.100582
0.0414692	-0.0180192
0.0351501	0.00584008
0.0351501	-0.0922099
0.0331754	0.0568622
0.0272512	-0.238468
0.0272512	0.110684
0.0264613	-0.125912
0.0256714	0.00423747
0.0248815	-0.0698021
0.0225118	0.141346
0.0169826	-0.0267413
0.0165877	-0.126045
0.0138231	-0.238641
0.0118483	-0.0137906
0.0110585	-0.259276
0.0102686	0.0480418
0.0102686	-0.256003
0.0102686	-0.0623791
0.00987362	0.0675318
0.00908373	0.400198
0.00829384	-0.161849
0.00671406	-0.0415001
0.00671406	0.228483
0.00631912	0.0145958
0.00513428	-0.232268
0.00473934	0.072517
0.00434439	-0.0248435
0.00394945	0.136662
0.00394945	-0.400406
0.00394945	0.225927
0.0035545	0.205677
0.00315956	0.0809379
0.00315956	0.341837
0.00315956	0.101298
0.00315956	-0.217669
0.00315956	0.271272
0.00276461	0.277548
0.00236967	0.284313
0.00197472	0.31904
0.00197472	-0.165397
0.00197472	-0.0534579
0.00197472	0.295096
0.00197472	0.128898
0.00157978	-0.156878
0.00157978	-0.291679
0.00157978	-0.112117
0.00118483	0.155825
0.00118483	0.160215
0.00118483	-0.0448548
0.00118483	-0.0499778
0.00118483	0.204955
0.00118483	0.156276
0.00118483	0.0221501
0.00118483	-0.283286
0.00118483	0.362959
0.000789889	-0.35205
0.000789889	-0.11213
0.000789889	-0.0346368
0.000789889	0.0399171
0.000789889	-0.248111
0.000789889	0.197852
0.000789889	-0.0674122
0.000789889	-0.347794
0.000789889	-0.46893
0.000789889	-0.155363
0.000789889	0.356304
0.000789889	-0.231896
0.000789889	0.153659
0.000394945	-0.541728
0.000394945	-0.360205
0.000394945	-0.326459
0.000394945	0.082696
0.000394945	-0.153127
0.000394945	-0.238196
0.000394945	-0.356844
0.000394945	-0.175205
0.000394945	-0.00287743
0.000394945	-0.547476
0.000394945	-0.0138715
0.000394945	0.0378489
