Region	Region	Fst

1.0	2.0	0.100372
1.0	3.0	0.205666
1.0	4.0	0.291829
1.0	5.0	0.382459
1.0	6.0	0.392178
1.0	7.0	0.374042
1.0	8.0	0.353045
1.0	9.0	0.460119
1.0	10.0	0.442187
2.0	3.0	0.0667711
2.0	4.0	0.146929
2.0	5.0	0.232757
2.0	6.0	0.265498
2.0	7.0	0.250765
2.0	8.0	0.235881
2.0	9.0	0.345786
2.0	10.0	0.329134
3.0	4.0	0.0349385
3.0	5.0	0.127156
3.0	6.0	0.183792
3.0	7.0	0.181919
3.0	8.0	0.168888
3.0	9.0	0.258128
3.0	10.0	0.23543
4.0	5.0	0.0555813
4.0	6.0	0.12176
4.0	7.0	0.157826
4.0	8.0	0.154316
4.0	9.0	0.232954
4.0	10.0	0.214058
5.0	6.0	0.0797967
5.0	7.0	0.186149
5.0	8.0	0.220196
5.0	9.0	0.291377
5.0	10.0	0.277067
6.0	7.0	0.0840475
6.0	8.0	0.158926
6.0	9.0	0.249737
6.0	10.0	0.24991
7.0	8.0	0.043894
7.0	9.0	0.160671
7.0	10.0	0.184128
8.0	9.0	0.0922039
8.0	10.0	0.134046
9.0	10.0	0.0342838
