1.0	-0.0585293
1.0	-0.0149664
1.0	-0.00355552
1.0	0.0318105
1.0	-0.089858
1.0	-0.100487
1.0	0.0624619
1.0	-0.132749
1.0	0.175079
1.0	-0.136134
1.0	0.0310311
1.0	0.0602779
1.0	0.0854273
1.0	-0.0760272
1.0	-0.111734
1.0	-0.024099
1.0	-0.134112
1.0	0.124622
1.0	0.0478544
1.0	0.039017
1.0	0.201
1.0	-0.109249
1.0	0.189526
1.0	0.0245711
1.0	0.0629664
1.0	-0.0291278
1.0	-0.119864
1.0	-0.184849
1.0	-0.201732
1.0	-0.139542
1.0	0.075811
1.0	0.268759
1.0	0.00315109
1.0	-0.0192239
1.0	-0.0673302
1.0	0.130506
1.0	-0.0131747
1.0	-0.0992095
1.0	-0.0361569
1.0	-0.109603
1.0	0.129006
1.0	0.0323871
1.0	0.195939
1.0	0.0527424
1.0	-0.0179379
1.0	-0.0548169
1.0	-0.030439
1.0	0.0994387
1.0	-0.099891
1.0	0.131559
1.0	-0.10756
1.0	0.0125523
1.0	0.15773
1.0	0.00259127
1.0	0.0771053
1.0	-0.0015835
1.0	-0.286353
1.0	0.148652
1.0	-0.298194
1.0	-0.139574
1.0	-0.00779281
1.0	-0.0352469
1.0	0.00918716
1.0	-0.0213729
1.0	-0.010314
1.0	0.0606346
1.0	0.0675972
1.0	0.0783408
1.0	0.0134445
1.0	0.0325666
1.0	-0.0704957
1.0	-0.0696685
1.0	0.0411592
1.0	0.118317
1.0	0.0495936
1.0	0.0236104
1.0	0.042996
1.0	0.210781
1.0	-0.166736
1.0	-0.00470864
1.0	-0.0679348
1.0	0.140371
1.0	0.0746233
1.0	0.0745326
1.0	0.0450746
1.0	0.0296534
1.0	-0.0136979
1.0	0.0331163
1.0	0.0136582
1.0	-0.0224946
1.0	0.0294287
1.0	-0.0496596
1.0	0.219739
1.0	-0.0979462
1.0	-0.11884
1.0	0.212293
1.0	-0.13045
1.0	0.0145524
1.0	-0.178593
1.0	0.024563
1.0	-0.0332354
1.0	0.0339227
1.0	-0.187516
1.0	-0.018556
1.0	0.242242
1.0	0.0848485
1.0	-0.117439
0.989342	-0.0891988
0.834106	-0.0411906
0.755792	-0.0102087
0.588044	-0.142112
0.565802	-0.102839
0.52734	-0.032411
0.515755	0.0174708
0.505561	0.069392
0.505561	-0.12946
0.414736	0.0233111
0.372567	0.181678
0.341983	0.0336223
0.271548	0.0722494
0.26506	0.0994251
0.261353	0.0580278
0.21038	-0.151088
0.182113	0.319902
0.176552	0.107007
0.176552	-0.153407
0.171455	-0.130622
0.165894	0.0209683
0.165894	0.00371639
0.165894	-0.0370796
0.150139	0.0410627
0.121872	-0.31558
0.114458	-0.0155133
0.0926784	-0.240781
0.0908248	0.0409931
0.0898981	0.101394
0.0880445	0.0154714
0.0699722	0.0560716
0.0644115	-0.275374
0.0634847	0.03308
0.0634847	0.248296
0.0588508	-0.103292
0.055607	-0.00856927
0.0542169	-0.01048
0.0403151	0.15038
0.036608	-0.0722264
0.0356812	-0.195163
0.0356812	0.219573
0.0347544	-0.0242883
0.0347544	0.00554618
0.0310473	-0.13201
0.0301205	0.0256701
0.0268767	-0.140256
0.0264133	0.176941
0.0250232	-0.226346
0.0240964	0.262877
0.023633	-0.433707
0.0231696	0.0995559
0.0222428	0.0208844
0.0217794	-0.0349293
0.0152919	0.298668
0.0143652	0.377964
0.0134384	-0.0611642
0.012975	-0.330165
0.0101946	-0.131206
0.0101946	-0.0655826
0.00973123	-0.292413
0.00834106	-0.316482
0.00787766	-0.144484
0.00741427	0.15126
0.00741427	-0.263853
0.00695088	-0.158615
0.00695088	-0.115397
0.00648749	-0.0137499
0.00648749	0.00658974
0.0060241	0.0292666
0.0060241	-0.0845282
0.00509731	0.287456
0.00509731	0.12285
0.00463392	0.082581
0.00417053	0.162614
0.00370714	-0.313781
0.00324374	0.375403
0.00278035	0.0171583
0.00278035	-0.215142
0.00231696	-0.154755
0.00185357	-0.209193
0.00185357	-0.0935787
0.00185357	0.0308203
0.00139018	-0.0442935
0.00139018	-0.295116
0.00139018	-0.273421
0.00139018	0.0558334
0.000926784	-0.0787393
0.000926784	-0.0137165
0.000926784	0.0714036
0.000926784	0.31664
0.000926784	0.0935407
0.000926784	-0.116123
0.000463392	0.204771
0.000463392	-0.327389
0.000463392	-0.145109
0.000463392	-0.233829
0.000463392	0.478528
0.000463392	-0.0825444
0.000463392	0.0842788
0.000463392	-0.293142
0.000463392	0.252726
0.000463392	0.404925
0.000463392	-0.283123
0.000463392	-0.192292
0.000463392	0.244134
0.000463392	0.160668
0.000463392	0.36739
0.000463392	-0.000733795
