Region	Region	Fst

1.0	2.0	0.15197
1.0	3.0	0.219168
1.0	4.0	0.286058
1.0	5.0	0.315631
1.0	6.0	0.407793
1.0	7.0	0.458185
1.0	8.0	0.47013
1.0	9.0	0.444248
1.0	10.0	0.447448
2.0	3.0	0.0393019
2.0	4.0	0.0815351
2.0	5.0	0.115897
2.0	6.0	0.195205
2.0	7.0	0.287204
2.0	8.0	0.311139
2.0	9.0	0.285224
2.0	10.0	0.300469
3.0	4.0	0.0613855
3.0	5.0	0.125433
3.0	6.0	0.198569
3.0	7.0	0.285726
3.0	8.0	0.309461
3.0	9.0	0.29649
3.0	10.0	0.310429
4.0	5.0	0.0292711
4.0	6.0	0.0827859
4.0	7.0	0.188753
4.0	8.0	0.22768
4.0	9.0	0.217602
4.0	10.0	0.251108
5.0	6.0	0.0364344
5.0	7.0	0.142887
5.0	8.0	0.167662
5.0	9.0	0.158131
5.0	10.0	0.196307
6.0	7.0	0.120286
6.0	8.0	0.16225
6.0	9.0	0.167215
6.0	10.0	0.225113
7.0	8.0	0.0534597
7.0	9.0	0.100208
7.0	10.0	0.147954
8.0	9.0	0.0317943
8.0	10.0	0.0677616
9.0	10.0	0.022669
