QTL_ID	Freq	MutEffect

954584.0	1.0	0.0402069
1.38778e+06	1.0	-0.016313
510328.0	1.0	0.0171591
244925.0	1.0	-0.037654
905001.0	1.0	0.058886
1.48199e+06	1.0	0.0362317
1.10367e+06	1.0	-0.018229
48536.0	1.0	0.0350132
1.14774e+06	1.0	0.058502
1.69986e+06	1.0	-0.0646141
2.41933e+06	1.0	0.0302101
2.12934e+06	1.0	-0.029306
2.7849e+06	1.0	0.0657108
1.76942e+06	1.0	0.0196776
786500.0	1.0	-0.0665682
585797.0	1.0	-0.0357438
2.06368e+06	1.0	-0.030506
989789.0	1.0	0.00660846
620611.0	1.0	-0.0503959
1.24978e+06	1.0	0.0114981
397341.0	1.0	0.00396928
636903.0	1.0	0.0247091
2.47557e+06	1.0	0.148902
1.40955e+06	1.0	-0.0188609
243833.0	1.0	0.0690311
1.37879e+06	1.0	0.0943218
2.16589e+06	1.0	0.111403
1.22906e+06	1.0	0.0299529
881268.0	1.0	0.00864393
1.51756e+06	1.0	0.0284251
1.54736e+06	1.0	-0.0283561
452964.0	1.0	0.0223154
659114.0	1.0	-0.0276579
1.54804e+06	1.0	0.00105487
111644.0	1.0	0.0532094
495189.0	1.0	0.0219614
1.12246e+06	1.0	0.0644231
224905.0	1.0	0.0108528
2.55165e+06	1.0	-0.137695
1.03082e+06	1.0	-0.0169843
1.53312e+06	1.0	0.00961867
811906.0	1.0	0.0311586
1.92162e+06	1.0	0.00382352
661992.0	1.0	0.0209094
995661.0	1.0	-0.0143795
1.30006e+06	1.0	-0.0485472
362813.0	1.0	-0.0667684
395513.0	1.0	-0.0335037
1.39108e+06	1.0	-0.157078
2.6476e+06	0.946955	-0.0545577
2.72595e+06	0.746858	-0.0459445
2.45896e+06	0.702634	0.0236436
2.77486e+06	0.607057	0.0287763
2.30968e+06	0.578057	0.0880793
2.56819e+06	0.548333	-0.00246294
2.88473e+06	0.52465	0.0405325
2.96675e+06	0.499396	-0.110496
2.50074e+06	0.393064	-0.13661
2.79707e+06	0.392943	0.169167
3.00104e+06	0.311624	0.0709205
2.34949e+06	0.299058	0.105919
2.69642e+06	0.296762	0.0997128
3.00941e+06	0.260633	-0.0526107
2.99074e+06	0.21218	-0.0550885
2.99468e+06	0.183664	0.0511206
2.98563e+06	0.181247	0.045743
3.09483e+06	0.170251	0.0829805
2.87384e+06	0.168681	-0.0676079
2.4495e+06	0.156356	-0.136764
3.02044e+06	0.150797	0.0100249
2.92187e+06	0.146689	0.0235003
2.76641e+06	0.143064	0.0648283
2.09979e+06	0.141131	0.029501
2.08035e+06	0.141131	0.0975745
2.05767e+06	0.141131	-0.074914
2.80247e+06	0.128685	0.0292546
3.07735e+06	0.127719	-0.107478
3.05554e+06	0.123369	0.0362757
2.86458e+06	0.119865	0.0678764
3.07508e+06	0.115273	-0.00918243
3.09805e+06	0.113823	0.0559489
2.96756e+06	0.11189	0.0131426
2.40144e+06	0.110681	-0.0205007
3.08956e+06	0.105486	0.046284
2.61201e+06	0.0828903	-0.0203546
2.57258e+06	0.0813195	-0.0555019
3.03451e+06	0.0813195	0.086333
3.05878e+06	0.0764862	-0.0689632
3.09168e+06	0.0761237	-0.0210784
3.0502e+06	0.0752779	-0.105915
2.6185e+06	0.0752779	0.030467
3.07436e+06	0.0750362	-0.024308
2.98334e+06	0.0749154	0.0254702
3.10389e+06	0.0721363	-0.158215
3.09819e+06	0.0720155	0.0545148
3.062e+06	0.0660947	0.164341
3.09589e+06	0.0656114	-0.0410927
3.0065e+06	0.0651281	-0.141709
3.06706e+06	0.0628323	0.0773818
3.08786e+06	0.0621073	-0.126133
3.10531e+06	0.0600532	-0.111445
3.10791e+06	0.0586032	0.0544339
2.94819e+06	0.0583615	-0.0916803
3.07592e+06	0.0577574	-0.0580321
2.33262e+06	0.0530449	0.0567698
2.5994e+06	0.0530449	0.1079
2.71333e+06	0.0530449	-0.21264
3.06471e+06	0.0524408	-0.0596214
2.79452e+06	0.0521991	0.101367
3.09335e+06	0.05087	0.112992
3.02358e+06	0.0506283	0.199391
3.08791e+06	0.0474867	-0.141372
