Region	Region	Fst

1.0	2.0	7.26492e-05
1.0	3.0	0.00487481
1.0	4.0	0.00736186
1.0	5.0	0.00950047
1.0	6.0	0.0139533
1.0	7.0	0.0167652
1.0	8.0	0.022669
1.0	9.0	0.0259082
1.0	10.0	0.0252416
2.0	3.0	0.00191779
2.0	4.0	0.0048197
2.0	5.0	0.00790793
2.0	6.0	0.013685
2.0	7.0	0.0160698
2.0	8.0	0.0216536
2.0	9.0	0.0256953
2.0	10.0	0.0250124
3.0	4.0	0.00203962
3.0	5.0	0.00602169
3.0	6.0	0.0160833
3.0	7.0	0.0174211
3.0	8.0	0.0220325
3.0	9.0	0.0280932
3.0	10.0	0.0268774
4.0	5.0	0.00220936
4.0	6.0	0.00904722
4.0	7.0	0.00970254
4.0	8.0	0.0158488
4.0	9.0	0.0238363
4.0	10.0	0.0234601
5.0	6.0	0.00559397
5.0	7.0	0.00624147
5.0	8.0	0.012372
5.0	9.0	0.0190349
5.0	10.0	0.0182767
6.0	7.0	0.000385185
6.0	8.0	0.00484396
6.0	9.0	0.00803459
6.0	10.0	0.0110292
7.0	8.0	0.00145224
7.0	9.0	0.00626473
7.0	10.0	0.00797221
8.0	9.0	0.00251814
8.0	10.0	0.00484718
9.0	10.0	0.00334731
