Region	Region	Fst

1.0	2.0	0.0713551
1.0	3.0	0.157963
1.0	4.0	0.244306
1.0	5.0	0.266845
1.0	6.0	0.315626
1.0	7.0	0.335906
1.0	8.0	0.279446
1.0	9.0	0.324097
1.0	10.0	0.373397
2.0	3.0	0.0595529
2.0	4.0	0.162553
2.0	5.0	0.207789
2.0	6.0	0.247116
2.0	7.0	0.278558
2.0	8.0	0.20399
2.0	9.0	0.24893
2.0	10.0	0.298852
3.0	4.0	0.0829077
3.0	5.0	0.096574
3.0	6.0	0.136774
3.0	7.0	0.1779
3.0	8.0	0.14114
3.0	9.0	0.189325
3.0	10.0	0.248272
4.0	5.0	0.048183
4.0	6.0	0.0899936
4.0	7.0	0.178618
4.0	8.0	0.152451
4.0	9.0	0.23164
4.0	10.0	0.296797
5.0	6.0	0.0421809
5.0	7.0	0.109301
5.0	8.0	0.139168
5.0	9.0	0.212946
5.0	10.0	0.272543
6.0	7.0	0.0476599
6.0	8.0	0.0935527
6.0	9.0	0.158134
6.0	10.0	0.252937
7.0	8.0	0.0879437
7.0	9.0	0.146304
7.0	10.0	0.229005
8.0	9.0	0.030521
8.0	10.0	0.106988
9.0	10.0	0.103515
