Region	Region	Fst

1.0	2.0	0.00501766
1.0	3.0	0.0171317
1.0	4.0	0.0294346
1.0	5.0	0.0517432
1.0	6.0	0.0667603
1.0	7.0	0.0644225
1.0	8.0	0.0706828
1.0	9.0	0.0832791
1.0	10.0	0.103517
2.0	3.0	0.00847258
2.0	4.0	0.0191454
2.0	5.0	0.0426038
2.0	6.0	0.0603815
2.0	7.0	0.0581306
2.0	8.0	0.0636761
2.0	9.0	0.0750201
2.0	10.0	0.0940642
3.0	4.0	0.0036514
3.0	5.0	0.0212972
3.0	6.0	0.0361842
3.0	7.0	0.0363336
3.0	8.0	0.0442889
3.0	9.0	0.0531663
3.0	10.0	0.0683801
4.0	5.0	0.00872516
4.0	6.0	0.0223433
4.0	7.0	0.023132
4.0	8.0	0.0308198
4.0	9.0	0.0370073
4.0	10.0	0.0525274
5.0	6.0	0.00494968
5.0	7.0	0.00894316
5.0	8.0	0.01932
5.0	9.0	0.0221208
5.0	10.0	0.03368
6.0	7.0	0.00271773
6.0	8.0	0.0144914
6.0	9.0	0.0202951
6.0	10.0	0.035344
7.0	8.0	0.00575213
7.0	9.0	0.0119193
7.0	10.0	0.0273242
8.0	9.0	0.00378634
8.0	10.0	0.0226197
9.0	10.0	0.00930405
