Region	Region	Fst

1.0	2.0	0.00559611
1.0	3.0	0.0161748
1.0	4.0	0.0195472
1.0	5.0	0.030687
1.0	6.0	0.038722
1.0	7.0	0.0478053
1.0	8.0	0.0607238
1.0	9.0	0.0609027
1.0	10.0	0.0683793
2.0	3.0	0.00476088
2.0	4.0	0.0100073
2.0	5.0	0.022334
2.0	6.0	0.0306512
2.0	7.0	0.0401756
2.0	8.0	0.0490791
2.0	9.0	0.0485278
2.0	10.0	0.0534308
3.0	4.0	0.00338968
3.0	5.0	0.0141208
3.0	6.0	0.0246249
3.0	7.0	0.0352069
3.0	8.0	0.0420111
3.0	9.0	0.0437218
3.0	10.0	0.0507041
4.0	5.0	0.00323797
4.0	6.0	0.0129529
4.0	7.0	0.0232065
4.0	8.0	0.0315657
4.0	9.0	0.0336447
4.0	10.0	0.0401165
5.0	6.0	0.00662202
5.0	7.0	0.017234
5.0	8.0	0.0276433
5.0	9.0	0.0292842
5.0	10.0	0.0378519
6.0	7.0	0.00567494
6.0	8.0	0.0153833
6.0	9.0	0.0160186
6.0	10.0	0.023245
7.0	8.0	0.00709905
7.0	9.0	0.00839868
7.0	10.0	0.0209196
8.0	9.0	0.00340562
8.0	10.0	0.0131841
9.0	10.0	0.00699881
