QTL_ID	Freq	MutEffect

1.40747e+06	1.0	-0.0189408
983744.0	1.0	0.0397523
1.43214e+06	1.0	0.027558
254357.0	1.0	0.0344424
1.9041e+06	1.0	-0.143243
257091.0	1.0	0.194317
889846.0	1.0	0.1186
2.48125e+06	1.0	0.0156114
1.89558e+06	1.0	0.00262563
2.52118e+06	1.0	-0.0706613
246496.0	1.0	-0.205735
773170.0	1.0	-0.0186531
2.07317e+06	1.0	-0.117267
2.32263e+06	1.0	0.0713616
942767.0	1.0	-0.140899
502814.0	1.0	0.0245299
240843.0	1.0	-0.0314444
898321.0	1.0	-0.0645703
1.56068e+06	1.0	-0.0534718
86388.0	1.0	0.0138013
1.00145e+06	1.0	-0.0254199
985212.0	1.0	-0.0717435
1.01936e+06	1.0	-0.0242323
1.15356e+06	1.0	0.0194767
817212.0	1.0	0.0591692
1.28169e+06	1.0	-0.0124763
1.68815e+06	1.0	0.0979189
1.91694e+06	1.0	0.216926
196958.0	1.0	-0.0386058
2.53828e+06	1.0	-0.051784
2.34575e+06	1.0	0.0484668
700946.0	1.0	0.0348564
610145.0	1.0	-0.150538
1.09476e+06	1.0	-0.00518759
1.90293e+06	1.0	-0.0589223
33283.0	1.0	-0.0184942
1.05927e+06	1.0	0.00368813
2.57478e+06	1.0	0.0828315
1.31163e+06	1.0	0.0292953
472710.0	1.0	-0.0176914
1.0356e+06	1.0	0.0883561
42867.0	1.0	-0.0038869
1.09719e+06	1.0	0.0488384
1.20652e+06	1.0	0.137011
1.3589e+06	1.0	0.013096
2.48214e+06	1.0	-0.0237234
181166.0	1.0	0.0487672
27428.0	1.0	0.0556073
2.46499e+06	1.0	0.0846163
15957.0	1.0	-0.0165927
528410.0	1.0	0.00388253
1.3618e+06	1.0	-0.0513321
550370.0	1.0	0.0591034
2.30569e+06	0.904519	0.219647
2.37531e+06	0.903526	-0.245268
2.58564e+06	0.884529	-0.0537973
2.41187e+06	0.882046	0.0269519
2.3471e+06	0.858952	0.0536215
2.19264e+06	0.848522	0.0313013
2.29661e+06	0.848522	-0.136854
2.73499e+06	0.838341	0.0992638
1.94734e+06	0.818103	0.0833401
2.38203e+06	0.803328	-0.0368588
2.16913e+06	0.627763	0.148725
2.52851e+06	0.627142	-0.117617
2.90439e+06	0.626893	-0.00919592
2.54901e+06	0.624162	0.027029
2.69159e+06	0.577725	0.00759046
2.8354e+06	0.570151	-0.033414
2.79474e+06	0.558853	0.0452231
2.91031e+06	0.519369	-0.0564049
2.28378e+06	0.479141	0.0459171
2.7954e+06	0.379066	0.0206198
2.93706e+06	0.334865	-0.0419508
2.45983e+06	0.331761	0.0369586
2.88305e+06	0.293519	-0.0817094
2.98904e+06	0.287311	-0.104939
2.82841e+06	0.284827	0.0257802
3.03104e+06	0.280233	0.0241413
3.0368e+06	0.256519	-0.0703127
3.00871e+06	0.232555	0.0517145
3.00087e+06	0.193941	-0.0133042
1.79974e+06	0.182021	0.086531
2.87641e+06	0.17333	-0.116358
2.94288e+06	0.173206	0.118891
2.77145e+06	0.161907	-0.0426256
2.8299e+06	0.161783	0.0984352
2.14123e+06	0.151478	-0.049417
2.94412e+06	0.151478	0.064281
2.50085e+06	0.151478	-0.035005
2.73518e+06	0.151478	-0.0274773
3.02089e+06	0.143655	-0.10528
1.98329e+06	0.141048	8.43836e-06
3.00992e+06	0.13633	-0.157472
2.90642e+06	0.125776	-0.0520933
2.88665e+06	0.125279	-0.0348057
2.75931e+06	0.117954	-0.0633499
2.9668e+06	0.115843	-0.0102055
2.96562e+06	0.11038	-0.114181
2.9575e+06	0.104544	0.123811
2.94322e+06	0.103303	0.0306836
2.50777e+06	0.102558	-0.006323
