Ind_ID	PosInd_X	PosInd_Y	MutEffect	Region

2	1.12244	14.3752	0.311536	1
13	0.434084	3.99206	0.810061	1
27	1.09159	9.12379	-0.867054	1
37	0.302051	17.9292	-0.378284	1
38	0.730726	15.3495	0.101133	1
39	1.11217	10.7284	-0.452498	1
68	2.06864	16.8905	0.389351	1
84	2.10133	21.5606	-0.839729	1
88	0.0982525	19.0382	-0.145587	1
121	2.03627	13.5831	0.752278	1
122	2.38311	19.7283	-0.050103	1
158	0.468615	17.7268	0.61718	1
165	1.53094	3.54428	-0.101086	1
166	0.215822	14.5737	-0.130135	1
169	1.51463	13.8122	0.801113	1
175	1.96996	20.4524	-0.874644	1
179	2.17153	9.58291	0.114489	1
183	1.61991	21.5139	0.247781	1
190	2.48964	19.6105	0.464938	1
223	0.23654	2.8837	0.00340744	1
250	2.24629	2.56995	0.611674	1
261	1.73349	19.0047	-0.145531	1
316	0.415126	13.9859	-0.0867283	1
329	1.93732	15.8635	-0.620122	1
333	0.78566	14.3451	-0.0414479	1
347	2.13346	16.4674	-0.207535	1
352	1.5089	1.49129	0.202196	1
354	0.547224	2.92705	-0.564688	1
371	2.01799	18.0025	-0.213335	1
378	1.2473	3.47073	-0.208309	1
396	1.91004	5.69256	-0.616284	1
415	1.7653	16.3995	-0.000145447	1
418	0.62562	19.4317	-0.624875	1
453	1.37509	13.1391	-0.458226	1
463	1.8539	3.65311	0.450902	1
469	1.20368	17.2398	-0.103566	1
470	1.13351	18.3783	0.287124	1
504	1.57072	14.0531	0.16476	1
505	2.11838	4.61142	0.0733368	1
508	1.89626	3.58817	-1.2774	1
521	1.6681	14.6491	0.417907	1
523	2.27141	18.1955	0.385887	1
541	2.00564	2.43651	-0.060739	1
566	2.13425	13.2259	0.490699	1
583	0.78757	3.63029	0.0432091	1
586	1.37057	2.14315	0.382646	1
592	1.84897	15.1521	0.627826	1
595	1.64989	13.0603	-0.657364	1
598	0.205684	13.1364	-0.305416	1
600	1.67206	20.3286	0.360245	1
604	1.17546	5.34162	-0.274681	1
610	2.28815	1.69742	-0.862868	1
643	1.25664	14.4806	0.0588164	1
652	1.91447	21.9911	0.31446	1
662	1.93832	16.6415	0.379915	1
670	1.61816	21.0424	1.31114	1
684	1.51131	13.7442	0.772228	1
691	1.94077	23.5121	0.156631	1
694	2.37475	2.47277	2.22658	1
697	1.42399	2.12271	-0.682558	1
718	1.83774	20.3226	0.185175	1
