QTL_ID	Freq	MutEffect

362301.0	1.0	-0.0856499
543368.0	1.0	-0.0799434
326706.0	1.0	-0.173982
723626.0	1.0	-0.0122995
396852.0	1.0	0.0391223
436955.0	1.0	0.00839792
696625.0	1.0	0.0182341
311195.0	1.0	-0.0933637
256925.0	1.0	0.141883
288941.0	1.0	0.0536993
401871.0	1.0	-0.0825805
258243.0	1.0	0.00244423
586991.0	1.0	-0.229726
521303.0	1.0	0.255179
553518.0	1.0	0.173091
171949.0	1.0	0.120927
395416.0	1.0	-0.103389
93607.0	1.0	0.015058
510980.0	1.0	-0.180162
642405.0	1.0	0.153086
203445.0	1.0	0.0346278
719568.0	1.0	-0.169793
367462.0	1.0	-0.054041
9795.0	1.0	0.0720496
127967.0	1.0	-0.0707379
666384.0	1.0	0.21391
298258.0	1.0	-0.0579225
537143.0	1.0	0.113663
513174.0	1.0	-0.113706
521665.0	1.0	0.0251275
439924.0	1.0	-0.171332
740863.0	1.0	-0.134174
508753.0	1.0	0.0365279
786440.0	1.0	0.0928932
668468.0	1.0	-0.0517214
711722.0	1.0	0.00295631
785686.0	1.0	0.0546529
710261.0	1.0	-0.202213
570492.0	1.0	-0.0846172
536471.0	1.0	0.053852
720738.0	1.0	-0.0709189
570809.0	1.0	-0.00894164
631077.0	1.0	-0.113844
584826.0	1.0	0.0931649
721221.0	1.0	0.0183525
513532.0	1.0	0.342996
534353.0	1.0	0.0219552
481111.0	1.0	0.064401
442616.0	1.0	-0.0284938
497560.0	1.0	-0.141471
571280.0	1.0	0.0620849
483185.0	1.0	-0.0233857
510545.0	1.0	-0.0982861
463700.0	1.0	-0.060114
551112.0	1.0	-0.18762
522173.0	1.0	0.0611602
657944.0	1.0	-0.244861
388146.0	1.0	-0.0362603
328100.0	1.0	0.0582174
368668.0	1.0	0.162728
373762.0	1.0	0.106045
462375.0	1.0	-0.0944778
408232.0	1.0	0.0968828
169987.0	1.0	0.0337117
108514.0	1.0	0.144552
445477.0	1.0	0.240406
358057.0	1.0	-0.0801062
136123.0	1.0	-0.105276
451282.0	1.0	0.208375
487536.0	1.0	0.204567
729010.0	1.0	0.172037
223428.0	1.0	0.0272231
612379.0	1.0	-0.169087
312035.0	1.0	0.0944614
448011.0	1.0	-0.0633287
607139.0	1.0	-0.0898746
241587.0	1.0	-0.276837
49971.0	1.0	-0.10769
441376.0	1.0	-0.018963
101146.0	1.0	-0.0845894
14156.0	1.0	-0.00477794
460198.0	1.0	-0.167316
271336.0	1.0	-0.0756454
268318.0	1.0	0.139928
519680.0	1.0	-0.0201833
114525.0	1.0	-0.084379
204360.0	1.0	0.0592417
676416.0	1.0	0.0590989
634468.0	1.0	0.025152
489436.0	1.0	0.0642571
39690.0	1.0	0.00125997
326751.0	1.0	-0.0766251
429121.0	1.0	-0.0424903
307068.0	1.0	-0.114482
41360.0	1.0	0.0234316
190144.0	1.0	-0.0418504
192329.0	1.0	0.0499273
701441.0	1.0	-0.0870411
195414.0	1.0	0.058578
329238.0	1.0	0.0997389
349565.0	1.0	0.0466839
677089.0	1.0	0.000843325
347379.0	1.0	-0.0104621
768516.0	0.955635	0.206693
813219.0	0.898082	0.0165314
809159.0	0.693046	0.0141335
806652.0	0.635492	-0.00274365
635422.0	0.635492	-0.0689394
671081.0	0.635492	0.028968
603454.0	0.635492	0.0903471
557641.0	0.635492	0.0600593
748872.0	0.576339	0.250646
734729.0	0.576339	-0.089067
778552.0	0.569944	-0.0744199
783498.0	0.527178	0.0389159
795573.0	0.51279	0.183566
738200.0	0.48721	-0.0896968
775395.0	0.48721	0.114116
796184.0	0.486411	-0.00983568
782695.0	0.472822	0.0218345
811447.0	0.456035	-0.0648844
826326.0	0.385292	0.00912915
829604.0	0.380096	-0.105762
660698.0	0.364508	0.0847855
694032.0	0.364508	0.0185455
789557.0	0.329337	0.045429
807385.0	0.278577	0.0394353
832902.0	0.265388	0.0385353
836461.0	0.264588	-0.0389715
844866.0	0.217426	-0.0982761
844253.0	0.205835	0.0366951
812012.0	0.18785	0.0929658
843872.0	0.179456	-0.195489
829893.0	0.143885	-0.17743
830116.0	0.143885	0.163174
824695.0	0.133893	0.0667252
740248.0	0.128697	-0.00918597
840472.0	0.0991207	-0.0492789
833040.0	0.0939249	-0.0804349
831100.0	0.0895284	0.0682949
845151.0	0.0883293	0.139895
849604.0	0.0627498	0.0534518
841568.0	0.0607514	-0.0373869
848099.0	0.0603517	-0.271055
849288.0	0.0583533	0.00486136
843850.0	0.0491607	0.152827
849001.0	0.0447642	0.0186388
839244.0	0.0439648	-0.0187432
830266.0	0.0415667	-0.121017
835044.0	0.0415667	-0.144113
848299.0	0.0383693	0.274025
834747.0	0.0351719	-0.194983
842397.0	0.0351719	-0.124557
848761.0	0.0347722	-0.0958487
849239.0	0.0339728	0.092134
841066.0	0.0315747	0.155932
849321.0	0.0315747	0.184638
837372.0	0.0251799	0.0542496
844675.0	0.0243805	0.100988
849208.0	0.0231815	0.0450065
845731.0	0.0219824	-0.0904539
849608.0	0.0191847	-0.35688
847253.0	0.0183853	0.135929
849526.0	0.0175859	0.165159
849819.0	0.0175859	0.113294
837059.0	0.0167866	0.106268
791378.0	0.0167866	-0.138928
847342.0	0.0147882	-0.0390959
849879.0	0.0135891	-0.309821
849944.0	0.0131894	-0.234039
850125.0	0.0119904	-0.191633
845116.0	0.011191	0.0658539
850380.0	0.0107914	-0.479225
849699.0	0.0103917	0.347982
850165.0	0.0103917	0.0628
850139.0	0.0103917	-0.161191
850394.0	0.00759392	-0.296246
850347.0	0.00719424	0.170261
847901.0	0.0059952	0.112578
849388.0	0.0059952	0.31651
849368.0	0.00559552	0.0521552
850397.0	0.00559552	-0.44549
850152.0	0.00519584	0.216258
850331.0	0.00439648	-0.12026
850321.0	0.0039968	-0.35983
849655.0	0.0039968	0.390392
850498.0	0.0039968	-0.0638426
850338.0	0.0039968	-0.0416839
850364.0	0.00359712	0.158287
850492.0	0.00359712	0.0904369
849787.0	0.00319744	0.441757
850450.0	0.00239808	0.234939
850440.0	0.0019984	0.715829
850361.0	0.0019984	0.068016
850503.0	0.0019984	-0.0163303
850486.0	0.00159872	0.300487
850353.0	0.00119904	0.0884165
850481.0	0.00119904	-0.0258922
850507.0	0.00119904	-0.264778
850484.0	0.00119904	-0.069154
850524.0	0.00119904	0.0733405
844965.0	0.000799361	0.248174
850520.0	0.000799361	0.507044
850514.0	0.000799361	0.167847
850259.0	0.000799361	0.417528
850348.0	0.000799361	0.143177
850390.0	0.000799361	0.0401605
844905.0	0.000799361	0.100457
850555.0	0.00039968	-0.0328817
850552.0	0.00039968	0.161934
850546.0	0.00039968	-0.241186
850545.0	0.00039968	0.0843017
850544.0	0.00039968	0.15269
850541.0	0.00039968	-0.0904755
850558.0	0.00039968	-0.226907
850526.0	0.00039968	0.00789048
850539.0	0.00039968	-0.0174633
850554.0	0.00039968	0.258149
850515.0	0.00039968	-0.165274
850542.0	0.00039968	0.52513
850499.0	0.00039968	0.547848
850537.0	0.00039968	-0.0937465
850543.0	0.00039968	-0.0295263
850530.0	0.00039968	-0.310517
850553.0	0.00039968	0.141362
850513.0	0.00039968	-0.188982
