IND_ID	Opt	Phen	AbsErr	Fitness	density

1.0	0.0331199	-0.304224	0.337343	0.785971	11.3153
2.0	0.213189	0.131158	0.0820307	0.901228	6.19553
3.0	0.513495	0.336988	0.176507	0.740322	14.0048
4.0	0.396344	1.00201	0.605661	0.850612	7.92656
5.0	0.166411	0.0421475	0.124264	0.818133	9.79568
6.0	0.490405	-0.328773	0.819178	0.696755	16.0239
7.0	0.216898	1.12236	0.905462	0.768688	11.441
8.0	0.176512	0.310751	0.134238	0.883844	6.87614
9.0	0.230305	0.601851	0.371545	0.910904	5.69709
10.0	0.0227755	-0.286875	0.309651	0.873816	7.21078
11.0	0.352276	1.8541	1.50182	0.776935	9.41777
12.0	0.464727	0.277151	0.187576	0.712941	15.7421
13.0	0.117973	-0.240792	0.358765	0.808527	10.1429
14.0	0.201409	0.237136	0.0357269	0.833808	9.0675
15.0	0.490845	0.192899	0.297947	0.708435	15.9752
16.0	0.406088	0.292866	0.113222	0.78973	11.2315
17.0	0.0885089	-0.156741	0.24525	0.73709	14.1672
18.0	0.292983	-0.546355	0.839338	0.835206	8.26364
19.0	0.574819	-0.120905	0.695723	0.753428	12.6854
20.0	0.284762	0.574442	0.28968	0.924598	5.23842
21.0	0.19459	0.243143	0.0485533	0.833696	9.07156
22.0	0.0467676	0.148708	0.101941	0.901304	6.18902
23.0	0.474536	0.559903	0.0853674	0.698859	16.7366
24.0	0.399661	0.659173	0.259513	0.878568	7.04272
25.0	0.265038	0.455747	0.190709	0.789892	11.1964
26.0	0.369699	0.788021	0.418322	0.733598	14.242
27.0	0.606138	1.33938	0.733245	0.822734	9.01456
28.0	0.517281	0.051749	0.465532	0.945484	4.36929
29.0	0.520219	0.543668	0.0234483	0.723198	15.115
30.0	0.172181	-0.186069	0.358251	0.82411	9.38696
31.0	0.284107	0.38229	0.0981836	0.787985	11.327
32.0	0.514356	0.446107	0.0682487	0.88075	7.01584
33.0	0.542159	-0.14913	0.691289	0.724376	14.4465
34.0	0.578826	-0.159689	0.738516	0.802167	10.0024
35.0	0.500246	0.620071	0.119825	0.833072	9.08778
36.0	0.632598	0.715822	0.0832242	0.887341	6.74559
37.0	0.199715	-0.13104	0.330755	0.90436	5.97454
38.0	0.247512	0.17429	0.0732221	0.760686	12.8331
39.0	0.139159	0.29429	0.155131	0.940636	4.71701
40.0	0.124666	0.137509	0.0128431	0.786418	11.4208
41.0	0.586221	1.75461	1.16839	0.787749	9.83235
42.0	0.248448	-0.375734	0.624182	0.783273	11.1458
43.0	0.283439	0.00210832	0.28133	0.852446	8.1429
44.0	0.520106	0.221832	0.298274	0.888182	6.63048
45.0	0.289471	0.711483	0.422012	0.64895	20.2887
46.0	0.690787	0.758524	0.067737	0.813859	10.0159
47.0	0.483673	0.974559	0.490886	0.71361	15.4368
48.0	0.338596	1.29495	0.956355	0.731618	13.4656
49.0	0.383388	0.577054	0.193666	0.866459	7.57933
50.0	0.63683	0.111406	0.525423	0.89586	6.14274
51.0	0.559757	1.7584	1.19865	0.760246	11.2022
52.0	0.34436	0.674551	0.330191	0.784048	11.4228
53.0	0.666076	0.39855	0.267526	0.823272	9.48793
54.0	0.173246	0.3361	0.162854	0.7534	13.2297
55.0	0.595975	0.737319	0.141344	0.692701	17.1535
56.0	0.246917	-0.30424	0.551157	0.830364	8.90609
