Region	Region	Fst

1.0	2.0	0.00385721
1.0	3.0	0.00998102
1.0	4.0	0.0186178
1.0	5.0	0.0340642
1.0	6.0	0.0492119
1.0	7.0	0.0570012
1.0	8.0	0.0721713
1.0	9.0	0.0719521
1.0	10.0	0.0877932
2.0	3.0	0.00692537
2.0	4.0	0.0132514
2.0	5.0	0.0268054
2.0	6.0	0.0414911
2.0	7.0	0.0513648
2.0	8.0	0.0669834
2.0	9.0	0.0652164
2.0	10.0	0.0804203
3.0	4.0	0.0048307
3.0	5.0	0.0183016
3.0	6.0	0.0317453
3.0	7.0	0.039352
3.0	8.0	0.0514525
3.0	9.0	0.0517831
3.0	10.0	0.0633316
4.0	5.0	0.00650889
4.0	6.0	0.018472
4.0	7.0	0.0259353
4.0	8.0	0.0358257
4.0	9.0	0.0369532
4.0	10.0	0.0507335
5.0	6.0	0.00546093
5.0	7.0	0.0142288
5.0	8.0	0.0239851
5.0	9.0	0.0256003
5.0	10.0	0.0380477
6.0	7.0	0.00387388
6.0	8.0	0.0120651
6.0	9.0	0.0156503
6.0	10.0	0.0303591
7.0	8.0	0.00347806
7.0	9.0	0.0102087
7.0	10.0	0.0232871
8.0	9.0	0.00311632
8.0	10.0	0.013761
9.0	10.0	0.00480431
