Region	Region	Fst

1.0	2.0	0.00252973
1.0	3.0	0.00665095
1.0	4.0	0.0164167
1.0	5.0	0.031919
1.0	6.0	0.0537324
1.0	7.0	0.0621439
1.0	8.0	0.088648
1.0	9.0	0.0901647
1.0	10.0	0.0916302
2.0	3.0	0.00251032
2.0	4.0	0.0129108
2.0	5.0	0.0308647
2.0	6.0	0.0530063
2.0	7.0	0.0622521
2.0	8.0	0.0925302
2.0	9.0	0.0910203
2.0	10.0	0.0923292
3.0	4.0	0.005503
3.0	5.0	0.0173201
3.0	6.0	0.0359592
3.0	7.0	0.045882
3.0	8.0	0.0720816
3.0	9.0	0.0703257
3.0	10.0	0.070748
4.0	5.0	0.00722344
4.0	6.0	0.024808
4.0	7.0	0.0333746
4.0	8.0	0.0579284
4.0	9.0	0.0545904
4.0	10.0	0.0548801
5.0	6.0	0.00745912
5.0	7.0	0.0154125
5.0	8.0	0.0321906
5.0	9.0	0.0308754
5.0	10.0	0.0327764
6.0	7.0	0.00229979
6.0	8.0	0.0134753
6.0	9.0	0.0131379
6.0	10.0	0.0141081
7.0	8.0	0.00814937
7.0	9.0	0.0109767
7.0	10.0	0.0141125
8.0	9.0	0.00392004
8.0	10.0	0.00955463
9.0	10.0	0.00346508
