Region	Region	Fst

1.0	2.0	0.00434181
1.0	3.0	0.012955
1.0	4.0	0.0185569
1.0	5.0	0.03326
1.0	6.0	0.0325142
1.0	7.0	0.0401426
1.0	8.0	0.0515958
1.0	9.0	0.0606369
1.0	10.0	0.0787475
2.0	3.0	0.00592168
2.0	4.0	0.0122847
2.0	5.0	0.0263794
2.0	6.0	0.0300913
2.0	7.0	0.0399735
2.0	8.0	0.0535809
2.0	9.0	0.062498
2.0	10.0	0.0797439
3.0	4.0	0.00445619
3.0	5.0	0.0177525
3.0	6.0	0.0244289
3.0	7.0	0.0328404
3.0	8.0	0.0426251
3.0	9.0	0.0475139
3.0	10.0	0.0611458
4.0	5.0	0.00730297
4.0	6.0	0.0163572
4.0	7.0	0.0233853
4.0	8.0	0.034358
4.0	9.0	0.0402722
4.0	10.0	0.0560678
5.0	6.0	0.00873186
5.0	7.0	0.0164134
5.0	8.0	0.02598
5.0	9.0	0.0358471
5.0	10.0	0.0542386
6.0	7.0	0.00529383
6.0	8.0	0.0163164
6.0	9.0	0.0267804
6.0	10.0	0.045131
7.0	8.0	0.00381715
7.0	9.0	0.0158217
7.0	10.0	0.0351449
8.0	9.0	0.00534256
8.0	10.0	0.0225685
9.0	10.0	0.00946182
