0	0.327715	1
3	-0.36222	1
7	-0.179077	1
18	-0.286546	1
21	0.461413	1
25	0.050613	1
26	0.0239488	1
29	0.139643	1
32	-0.112672	1
35	0.468796	1
36	0.00866602	1
40	0.0277621	1
53	0.408133	1
55	-0.215693	1
59	0.286088	1
63	-0.313733	1
69	0.516631	1
71	-0.266555	1
74	0.239082	1
76	0.0381612	1
77	-0.335219	1
79	0.289111	1
80	-0.358285	1
88	-0.115605	1
89	-0.357905	1
92	0.302956	1
93	-0.0149876	1
94	-0.197294	1
97	0.382663	1
98	-0.908721	1
108	0.110356	1
109	-0.602625	1
110	0.0502187	1
111	0.324701	1
112	-0.617471	1
122	0.198564	1
125	-0.213976	1
133	0.397082	1
136	-0.0489994	1
138	0.726996	1
140	0.44405	1
142	0.257213	1
145	-0.0722989	1
150	0.227408	1
153	0.00166994	1
165	0.275135	1
168	-0.0388788	1
169	0.210935	1
170	0.508689	1
177	0.491451	1
189	-0.314202	1
191	-0.0056101	1
194	-0.312524	1
196	0.136337	1
198	0.0581163	1
200	-1.09941	1
204	-0.20624	1
212	0.267256	1
215	-0.497634	1
216	0.0604286	1
223	-0.447312	1
224	0.283634	1
226	-0.528331	1
227	-0.663423	1
233	1.58082	1
239	0.320966	1
244	0.27474	1
245	0.699704	1
246	-0.421738	1
248	-0.512278	1
250	0.734063	1
256	0.449398	1
271	0.0499538	1
276	-0.137233	1
279	0.609049	1
281	-0.713792	1
283	-0.145986	1
284	-0.370321	1
297	-0.600041	1
298	0.665079	1
299	-0.38988	1
300	-0.614014	1
306	0.423828	1
311	-0.0356836	1
320	0.678554	1
321	-0.109146	1
323	0.545448	1
326	-0.249661	1
333	-0.564881	1
340	0.274954	1
355	-0.0697227	1
360	-0.0682262	1
361	0.470962	1
365	-0.0142147	1
366	0.66423	1
368	0.249222	1
370	-0.990294	1
371	0.330504	1
376	-0.202611	1
377	0.102667	1
378	-0.649511	1
379	0.143019	1
381	0.04509	1
382	-0.077953	1
388	0.510057	1
391	0.641166	1
392	0.0747901	1
394	0.802462	1
396	0.209731	1
397	-0.0596407	1
401	0.477332	1
402	-0.109494	1
404	0.433236	1
406	0.0675062	1
408	0.0430224	1
412	0.0923126	1
420	0.0646073	1
426	0.178025	1
428	-0.537946	1
430	-0.048327	1
435	0.230621	1
437	0.793641	1
439	0.559254	1
442	-0.286631	1
443	0.429172	1
447	0.239163	1
459	0.0932374	1
466	-0.322746	1
472	0.0552377	1
479	-0.607532	1
480	-0.244999	1
481	-0.48565	1
484	-0.195711	1
485	-0.700562	1
487	0.0160577	1
488	0.138984	1
489	-0.117367	1
492	0.346934	1
493	0.240602	1
495	0.0938231	1
497	-1.46613	1
500	0.510716	1
504	0.0629583	1
505	0.727687	1
509	-0.152271	1
517	0.1554	1
525	0.399108	1
530	-0.329329	1
531	0.189892	1
532	-0.202755	1
535	-0.267131	1
536	0.204063	1
538	0.192413	1
539	0.156441	1
546	0.277094	1
547	-0.506481	1
550	-0.143647	1
551	-0.0755936	1
574	-0.267249	1
576	0.113449	1
577	-0.206275	1
578	-0.0985083	1
579	0.130598	1
581	-0.151132	1
582	-0.0593816	1
584	-0.200229	1
586	0.844192	1
592	0.471738	1
593	-0.195577	1
594	-0.285901	1
596	0.389313	1
608	-0.30135	1
609	0.260336	1
610	0.304022	1
612	-0.799232	1
613	-0.037173	1
619	0.888528	1
621	-0.0338974	1
623	-0.15908	1
624	-0.115602	1
628	0.36171	1
629	0.029898	1
637	-0.323271	1
639	0.296075	1
642	0.474948	1
645	-0.00339296	1
646	-0.671117	1
666	-0.315875	1
670	-0.346776	1
671	0.219943	1
672	-0.431578	1
673	0.20846	1
676	-0.490479	1
679	-0.611024	1
692	0.24739	1
696	0.0604499	1
697	-0.419135	1
702	0.0171213	1
706	-0.240418	1
707	-0.258682	1
708	-0.165807	1
709	0.851908	1
710	0.0614415	1
711	0.0159956	1
713	-0.420154	1
716	-0.0529614	1
718	0.0219546	1
721	0.126621	1
723	0.202696	1
