IND_ID	Opt	Phen	AbsErr	Fitness	density

1.0	0.0	-0.0844708	0.0844708	0.839447	8.80149
2.0	0.0	-0.287894	0.287894	0.911472	5.72851
3.0	0.0	0.156481	0.156481	0.833701	9.04776
4.0	0.0	-0.910801	0.910801	0.762508	11.7697
5.0	0.0	0.232959	0.232959	0.789546	11.1943
6.0	0.0	-0.369741	0.369741	0.814283	9.85094
7.0	0.0	0.294325	0.294325	0.851039	8.19723
8.0	0.0	-0.338787	0.338787	0.821598	9.5213
9.0	0.0	0.375832	0.375832	0.806297	10.24
10.0	0.0	-0.0210069	0.0210069	0.920102	5.48361
11.0	0.0	-0.577931	0.577931	0.822404	9.24736
12.0	0.0	0.660809	0.660809	0.880761	6.58606
13.0	0.0	0.409917	0.409917	0.779231	11.6136
14.0	0.0	-0.540088	0.540088	0.834091	8.74671
15.0	0.0	0.636712	0.636712	0.82938	8.8442
16.0	0.0	0.056168	0.056168	0.780343	11.7425
17.0	0.0	0.754408	0.754408	0.791088	10.5371
18.0	0.0	-0.452108	0.452108	0.790218	10.9898
19.0	0.0	-0.088445	0.088445	0.894762	6.44829
20.0	0.0	-0.464037	0.464037	0.90282	5.9314
21.0	0.0	-0.628328	0.628328	0.893574	6.11676
22.0	0.0	-0.373423	0.373423	0.830634	9.06806
23.0	0.0	-0.00338503	0.00338503	0.951216	4.36973
24.0	0.0	-0.652276	0.652276	0.901961	5.76185
25.0	0.0	-0.524807	0.524807	0.899362	6.00692
26.0	0.0	-0.442286	0.442286	0.827331	9.16278
27.0	0.0	0.126566	0.126566	0.849272	8.34903
28.0	0.0	0.150611	0.150611	0.721135	15.2204
29.0	0.0	0.291765	0.291765	0.883865	6.80852
30.0	0.0	0.355305	0.355305	0.841824	8.56802
31.0	0.0	0.0641137	0.0641137	0.799552	10.7326
32.0	0.0	-0.281534	0.281534	0.876351	7.12228
33.0	0.0	0.832379	0.832379	0.856082	7.35698
34.0	0.0	0.379771	0.379771	0.828207	9.17654
35.0	0.0	-0.320852	0.320852	0.840698	8.64354
36.0	0.0	0.0203943	0.0203943	0.761295	12.8041
37.0	0.0	-0.0059505	0.0059505	0.806864	10.3675
38.0	0.0	-0.307958	0.307958	0.951168	4.28447
39.0	0.0	-0.767921	0.767921	0.763094	12.0136
40.0	0.0	0.007002	0.007002	0.883774	6.89688
41.0	0.0	0.289613	0.289613	0.844349	8.49848
42.0	0.0	-0.312243	0.312243	0.902492	6.05819
