Region	Region	Fst

1.0	2.0	0.0305684
1.0	3.0	0.0720007
1.0	4.0	0.142795
1.0	5.0	0.182604
1.0	6.0	0.221526
1.0	7.0	0.295077
1.0	8.0	0.362781
1.0	9.0	0.355701
1.0	10.0	0.325416
2.0	3.0	0.0324026
2.0	4.0	0.0967444
2.0	5.0	0.130567
2.0	6.0	0.180817
2.0	7.0	0.256422
2.0	8.0	0.3279
2.0	9.0	0.325237
2.0	10.0	0.296272
3.0	4.0	0.0507736
3.0	5.0	0.0895545
3.0	6.0	0.142125
3.0	7.0	0.230242
3.0	8.0	0.312268
3.0	9.0	0.315114
3.0	10.0	0.293187
4.0	5.0	0.024997
4.0	6.0	0.0887855
4.0	7.0	0.193326
4.0	8.0	0.293848
4.0	9.0	0.303393
4.0	10.0	0.266851
5.0	6.0	0.0410269
5.0	7.0	0.147452
5.0	8.0	0.241717
5.0	9.0	0.252978
5.0	10.0	0.215231
6.0	7.0	0.0647598
6.0	8.0	0.16098
6.0	9.0	0.176711
6.0	10.0	0.155078
7.0	8.0	0.0493602
7.0	9.0	0.0867287
7.0	10.0	0.100242
8.0	9.0	0.0184953
8.0	10.0	0.0593688
9.0	10.0	0.041339
